No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;allStars;allStarsMvps;allTeam1;allTeam2;allTeam3;best3ptsers;bestBlockers;bestPassers;bestRebounders;bestRookie;bestScorers;bestStealers;defTeam1;defTeam2;dpoy;fmvps;mvps;rings;sixmans
227;凯利-乌布雷;Kelly Oubre Jr.;3;0;8;63;71;68;63;80;64;69;64;75;76;73;68;70;70;20;0;奇才;15;4;1920000;0;201515;319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
228;内内-希拉里奥;Nenê Hilário;5;0;6;61;76;60;66;78;65;70;64;74;59;66;67;70;69;33;13;奇才;15;1;13000000;0;200207;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
229;J.J.希克森;J. J. Hickson;4;3;5;60;76;59;62;81;68;72;60;72;67;58;65;72;69;27;7;奇才;15;1;5610000;0;200819;721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;拉蒙-塞申斯;Ramon Sessions;1;0;6;73;69;66;66;77;61;64;62;64;73;66;69;65;68;29;8;奇才;15;1;2170000;0;200756;2113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
231;加勒特-坦普尔;Garrett Temple;2;0;7;66;67;77;63;80;62;65;67;70;71;63;67;69;68;29;6;奇才;15;1;1100000;0;0;692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;马库斯-索顿;Marcus Terrell Thornton;2;0;5;64;68;70;66;74;62;65;63;71;72;65;66;65;66;28;6;奇才;15;1;1190000;0;200943;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
233;加里-尼尔;Gary Neal;2;1;5;64;62;68;70;75;61;63;62;63;68;72;65;64;65;31;5;奇才;15;1;2100000;0;0;3076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;德鲁-古登;Drew Gooden;4;3;5;61;65;58;62;76;69;69;61;67;58;57;59;70;65;34;13;奇才;15;1;3300000;0;200204;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;德胡安-布莱尔;DeJuan Blair;3;0;5;62;66;59;62;75;64;66;61;64;59;64;59;66;64;26;6;奇才;15;1;2000000;0;200937;876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
236;阿兰-安德森;Alan Anderson;2;3;5;63;63;65;64;75;60;62;63;66;69;66;62;64;63;33;10;奇才;15;1;4000000;0;0;3086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;贾雷尔-埃迪;Jarell Eddie;3;2;5;60;63;62;62;73;60;63;60;64;64;61;59;63;62;24;0;奇才;15;1;560000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238;德克-诺维茨基;Dirk Nowitzki;4;5;10;77;77;82;90;80;68;76;64;75;80;85;85;74;80;37;17;小牛;16;1;8330000;0;199809;61;0;13;0;4;5;3;0;0;0;0;0;0;0;0;0;0;1;1;1;0
239;钱德勒-帕森斯;Chandler Parsons;3;4;7;68;77;84;77;80;68;73;72;74;77;71;77;75;77;27;4;小牛;16;2;15000000;0;201138;643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;德隆-威廉姆斯;Deron Williams;1;2;8;82;73;77;74;79;61;67;71;76;74;72;80;71;76;31;10;小牛;16;1;5500000;0;200503;149;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241;韦斯利-马修斯;Wesley Matthews;2;3;7;64;67;86;80;79;67;68;78;65;84;77;76;76;76;29;6;小牛;16;3;16400000;0;0;273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
242;扎扎-帕楚里亚;Zaza Pachulia;5;0;7;68;72;60;67;81;73;83;66;72;60;64;68;80;74;31;12;小牛;16;1;5200000;0;200343;639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
243;贾维尔-麦基;JaVale McGee;5;0;7;58;81;60;65;85;77;78;61;74;60;61;67;80;74;27;7;小牛;16;1;1270000;0;200818;608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
244;何塞-巴里亚;Jose Barea;1;2;7;77;71;78;73;76;60;65;72;70;74;65;76;70;73;31;9;小牛;16;2;4100000;0;0;369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
245;雷蒙德-费尔顿;Raymond Felton;1;2;7;76;70;76;75;77;62;67;67;71;70;72;75;69;72;31;10;小牛;16;1;3950000;0;200505;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;大卫-李;David Lee;4;5;7;63;81;60;67;74;69;78;65;77;60;65;69;73;71;32;10;小牛;16;1;2100000;0;200530;255;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
247;德文-哈里斯;Devin Harris;1;2;7;75;74;72;73;76;60;65;68;71;70;67;74;68;71;32;11;小牛;16;1;4050000;0;200405;1011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
248;德怀特-鲍威尔;Dwight Powell;4;5;7;60;74;60;67;80;72;73;64;70;60;64;65;75;70;24;1;小牛;16;1;850000;0;201445;843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
249;萨拉赫-梅杰里;Salah Mejri;5;0;6;59;76;57;64;74;73;75;60;68;58;62;64;73;69;29;0;小牛;16;1;530000;0;0;2995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250;查理-维兰纽瓦;Charlie Villanueva;4;3;6;60;64;67;70;77;68;70;61;69;68;65;65;70;68;31;10;小牛;16;1;1500000;0;200507;2202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
251;贾斯汀-安德森;Justin Anderson;3;2;6;60;67;68;70;73;64;66;68;65;66;66;64;68;67;22;0;小牛;16;1;1450000;0;201521;793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
252;杰里米-埃文斯;Jeremy Evans;4;3;5;60;62;67;65;82;67;63;65;62;60;65;62;70;66;28;5;小牛;16;2;1106965;0;201055;780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
253;詹姆斯-哈登;James Harden;2;1;10;85;91;89;87;92;68;75;71;92;90;86;94;80;88;26;6;火箭;17;1;15760000;0;200903;33;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
254;德怀特-霍华德;Dwight Howard;5;0;9;64;90;60;66;85;88;91;69;87;63;62;74;91;83;30;11;火箭;17;1;22360000;0;200401;36;0;8;0;5;1;2;0;2;0;5;0;0;0;4;1;3;0;0;0;0
255;特雷沃-阿里扎;Trevor Ariza;3;4;8;67;70;83;68;83;68;68;85;72;82;67;73;79;77;30;11;火箭;17;3;8190000;0;200444;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
256;帕特里克-贝弗利;Patrick Beverley;1;2;7;75;71;80;72;82;68;66;81;72;78;65;77;78;77;27;3;火箭;17;4;6500847;0;200942;382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
257;克林特-卡佩拉;Clint Capela;5;0;8;63;82;57;61;84;79;81;65;78;60;63;68;82;76;21;1;火箭;17;3;1240000;0;201425;535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
258;迈克尔-比斯利;Michael Beasley;3;4;7;62;80;69;79;82;66;72;64;80;67;79;74;72;74;26;7;火箭;17;1;310000;0;200802;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
259;约什-史密斯;Josh Smith;4;3;7;68;70;66;65;82;73;72;71;71;72;57;67;77;72;30;11;火箭;17;1;5400000;0;200417;298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
260;科里-布鲁尔;Corey Brewer;3;2;7;65;71;67;69;80;67;66;72;72;70;67;68;72;71;29;8;火箭;17;2;8200000;0;200707;416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
261;多纳塔斯-莫泰尤纳斯;Donatas Motiejūnas;4;5;6;71;72;64;71;79;68;70;64;71;66;70;70;72;71;25;3;火箭;17;1;2290000;0;201120;627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
262;泰伦斯-琼斯;Terrence Jones;4;5;6;62;77;63;66;79;71;70;66;74;62;64;67;73;70;23;3;火箭;17;1;2490000;0;201218;1420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
263;蒙特雷斯-哈雷尔;Montrezl Harrell;5;4;7;62;77;62;68;79;68;72;62;74;60;68;69;72;70;21;0;火箭;17;1;1000000;0;201532;485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
264;杰森-特里;Jason Terry;1;2;7;67;68;82;77;72;60;62;64;65;75;70;74;64;69;38;16;火箭;17;1;1500000;0;199910;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
265;安德鲁-古德洛克;Andrew Goudelock;1;0;5;68;72;70;71;78;61;63;65;72;68;65;70;67;69;27;4;火箭;17;1;190000;0;201146;998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
266;K.J. 麦克丹尼尔斯;KJ McDaniels;3;4;6;60;67;64;69;75;67;70;68;69;65;60;63;71;67;22;1;火箭;17;2;3330000;0;201432;1284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
267;查克-海耶斯;Chuck Hayes;4;5;6;60;68;62;70;72;68;69;61;68;61;64;64;68;66;32;10;火箭;17;1;80000;0;0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
268;萨姆-德克尔;Sam Dekker;3;2;6;60;67;68;65;78;60;65;60;69;64;58;62;65;65;21;0;火箭;17;4;1650000;0;201518;931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
269;马克-加索尔;Marc Gasol;5;0;9;76;81;75;84;85;88;84;67;80;75;78;83;88;86;30;7;灰熊;18;4;19700000;0;200748;115;0;2;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
270;迈克-康利;Mike Conley;1;0;9;86;73;84;79;82;64;68;76;77;84;79;86;76;82;28;8;灰熊;18;1;9590000;0;200704;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
271;扎克-兰多夫;Zach Randolph;4;0;8;67;86;70;82;84;70;82;65;85;69;82;81;79;80;34;14;灰熊;18;1;1520000;0;200119;120;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
272;马里奥-查尔莫斯;Mario Chalmers;1;0;6;76;70;72;69;77;60;64;81;74;72;68;74;74;74;29;7;灰熊;18;1;4300000;0;200834;422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
273;布兰登-怀特;Brandan Wright;4;5;6;60;77;61;68;81;79;76;62;73;59;68;67;78;73;28;8;灰熊;18;2;5500000;0;200708;1055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
274;托尼-阿伦;Tony Allen;2;0;7;62;77;66;63;81;64;74;86;75;65;68;66;81;72;33;11;灰熊;18;2;5170000;0;200425;170;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0
275;杰迈克尔-格林;JaMychal Green;4;0;7;63;74;71;66;82;69;75;62;75;74;64;70;74;72;25;1;灰熊;18;2;850000;0;0;995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
276;马特-巴恩斯;Matt Barnes;3;0;6;67;67;79;63;77;66;69;68;71;76;64;69;71;71;35;12;灰熊;18;1;3540000;0;200247;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
277;兰斯-斯蒂芬森;Lance Stephenson;2;3;7;71;77;68;70;80;63;66;65;73;65;72;70;69;70;25;5;灰熊;18;1;9000000;0;201040;675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
278;文斯-卡特;Vince Carter;2;3;7;69;69;75;65;79;65;69;65;71;73;65;70;70;70;38;17;灰熊;18;2;4090000;0;199805;40;0;8;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
279;乔丹-法玛尔;Jordan Farmar;1;0;5;74;66;65;60;74;60;64;70;70;69;63;67;68;68;29;9;灰熊;18;2;193905;0;200626;959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
280;P.J.海尔斯顿;P.J. Hairston;3;2;5;62;66;68;61;74;64;68;64;66;69;60;62;67;66;23;1;灰熊;18;1;1200000;0;201426;1025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
281;贾雷尔-马丁;Jarell Martin;4;0;6;62;70;58;64;78;66;68;61;69;60;64;63;69;66;21;0;灰熊;18;1;1230000;0;201525;1251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;克里斯-安德森;Chris Andersen;5;0;5;60;69;61;62;77;67;69;60;67;60;61;62;69;66;37;14;灰熊;18;1;5007029;0;0;795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
283;莱恩-霍林斯;Ryan Hollins;5;4;6;60;70;56;62;77;70;69;60;68;55;64;62;71;66;31;9;灰熊;18;1;180000;0;200650;1068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
284;雷-麦卡勒姆;Ray McCallum;1;0;5;69;65;66;64;74;60;64;63;65;64;63;65;65;65;24;2;灰熊;18;1;950000;0;201336;1281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;拉斯-史密斯;Russ Smith;1;0;5;68;62;63;64;75;55;64;68;63;60;61;62;66;64;24;1;灰熊;18;1;820000;0;201447;1448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
286;泽维尔-孟福德;Xavier Munford;2;0;5;62;64;63;62;74;62;64;65;65;68;63;61;66;63;23;0;灰熊;18;1;90000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
287;阿莱克斯-史蒂芬森;Alex Stepheson ;4;0;6;60;65;59;64;75;65;66;58;67;60;61;60;66;63;28;0;灰熊;18;2;60000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
288;乔丹-亚当斯;Jordan Adams;2;0;5;62;63;63;59;74;60;63;60;63;62;61;58;63;61;21;1;灰熊;18;2;1400000;0;201422;1586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
289;埃利奥特-威廉姆斯;Elliot Williams;2;1;5;68;62;63;60;74;54;62;57;60;64;64;61;60;60;26;4;灰熊;18;1;80000;0;201022;1521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
290;布莱斯-科顿;Bryce Cotton;1;0;5;63;62;61;60;74;58;63;59;61;63;59;59;62;60;23;1;灰熊;18;1;60000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;安东尼-戴维斯;Anthony Davis;4;5;10;71;92;71;81;89;90;90;75;93;72;82;85;93;89;22;3;鹈鹕;19;1;7070000;0;201201;25;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0
292;朱-霍乐迪;Jrue Holiday;1;2;9;81;82;79;83;86;76;71;87;81;76;83;85;86;85;25;6;鹈鹕;19;2;10600000;0;200917;111;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
293;莱恩-安德森;Ryan Anderson;4;3;7;67;71;87;81;77;68;73;66;71;84;77;79;72;76;27;7;鹈鹕;19;1;8500000;0;200821;351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
294;埃里克-戈登;Eric Gordon;2;3;8;72;79;85;71;84;64;67;72;74;83;68;78;74;76;27;7;鹈鹕;19;1;15500000;0;200807;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
295;泰瑞克-埃文斯;Tyreke Evans;2;3;7;79;78;70;67;81;63;74;68;82;71;68;75;73;74;26;6;鹈鹕;19;2;11230000;0;200904;172;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
296;乔丹-汉密尔顿;Jordan Hamilton;3;0;7;66;78;65;63;83;63;75;62;71;73;67;68;72;71;25;4;鹈鹕;19;1;120000;0;201126;1036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
297;诺里斯-科尔;Norris Cole;1;0;6;74;67;67;75;79;61;64;65;71;65;75;72;68;70;27;4;鹈鹕;19;1;3040000;0;201128;1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
298;托尼-道格拉斯;Toney Douglas;1;2;6;71;66;79;62;78;61;64;70;68;72;66;70;69;70;29;6;鹈鹕;19;1;1160000;0;200929;927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
299;詹姆斯-恩尼斯;James Ennis;3;2;7;67;69;69;60;80;64;65;67;65;67;61;64;69;68;25;1;鹈鹕;19;1;70000;0;201350;957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300;阿莱克斯-阿金萨;Alexis Ajinca;5;4;5;60;72;60;69;78;68;72;58;67;60;67;66;71;68;27;7;鹈鹕;19;4;4300000;0;200820;757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301;蒂姆-弗雷泽;Tim Frazier;1;0;6;75;66;63;63;82;60;66;65;65;61;65;66;69;67;25;1;鹈鹕;19;1;850000;0;0;974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
302;卢克-巴比特;Luke Babbitt;3;0;6;63;65;79;67;79;60;64;61;66;69;68;67;65;67;26;5;鹈鹕;19;1;1100000;0;201016;361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
303;丹特-康宁汉姆;Dante Cunningham;4;3;6;61;72;68;62;79;68;67;58;67;66;62;65;69;67;28;6;鹈鹕;19;2;3300000;0;200933;1125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
304;欧米尔-阿西克;Omer Asik;5;0;6;61;70;62;60;79;68;74;56;65;60;59;62;72;67;29;5;鹈鹕;19;2;11000000;0;200836;771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;阿隆佐-基;Alonzo Gee;3;2;6;64;73;63;62;75;62;65;65;64;62;59;62;66;65;28;6;鹈鹕;19;2;1380000;0;0;1070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
306;肯德里克-帕金斯;Kendrick Perkins;5;0;5;61;69;59;60;78;66;67;60;63;59;61;61;69;65;31;12;鹈鹕;19;1;1500000;0;200327;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
307;奥兰多-约翰逊;Orlando Vincent Johnson;2;0;5;62;63;62;63;75;64;65;64;68;64;62;60;67;63;26;3;鹈鹕;19;1;60000;0;201236;1608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
308;布莱斯-德贾恩-琼斯;Bryce Dejean-Jones;2;0;5;63;64;66;61;75;60;64;61;63;66;58;60;64;62;23;0;鹈鹕;19;1;280000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
309;内特-罗宾逊;Nate Robinson;1;0;5;65;61;60;64;75;60;63;61;62;62;63;61;64;62;31;10;鹈鹕;19;1;40000;0;200521;264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310;科怀-伦纳德;Kawhi Leonard;3;4;10;71;86;86;90;88;74;78;91;86;85;89;88;88;89;24;6;马刺;20;3;16500000;0;201115;47;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0
311;拉马库斯-阿尔德里奇;LaMarcus Aldridge;4;5;9;67;89;72;86;84;77;82;63;87;72;88;84;81;82;30;9;马刺;20;4;19500000;0;200602;83;0;4;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
312;蒂姆-邓肯;Tim Duncan;5;4;11;72;82;60;76;80;81;78;65;75;60;70;74;81;78;39;18;马刺;20;1;5000000;0;199701;7;0;15;1;10;3;2;0;0;0;0;1;0;0;8;7;0;3;2;5;0
313;托尼-帕克;Tony Parker;1;2;8;78;78;75;83;81;64;67;72;74;68;78;80;73;77;33;14;马刺;20;2;10000000;0;200128;137;0;6;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;4;0
314;丹尼-格林;Danny Green;2;3;7;65;69;86;72;79;65;67;79;67;82;66;74;75;74;28;6;马刺;20;4;10000000;0;200946;221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
315;马努-吉诺比利;Manu Ginóbili;2;1;8;75;74;82;79;76;64;65;68;72;73;68;77;69;73;38;13;马刺;20;1;2810000;0;199958;113;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;1
316;李凯尔;Kyle Anderson;4;1;7;71;69;67;72;78;72;69;74;69;65;71;70;75;73;22;1;马刺;20;3;1140000;0;201430;794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;帕蒂-米尔斯;Patty Mills;1;0;7;72;71;82;78;74;61;63;65;70;74;71;77;65;72;27;6;马刺;20;2;3580000;0;200955;619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
318;大卫-韦斯特;David West;4;5;7;69;78;68;80;74;70;71;64;72;64;74;74;71;72;35;12;马刺;20;3;1500000;0;200318;315;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
319;鲍里斯-迪奥;Boris Diaw;5;4;7;74;77;73;70;73;68;70;63;70;67;65;74;69;72;33;12;马刺;20;2;7000000;0;200321;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
320;博班-马扬诺维奇;Boban Marjanović;5;0;6;61;78;55;67;73;78;79;56;70;55;62;65;75;70;27;0;马刺;20;1;1203079;0;0;604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
321;乔纳森-西蒙斯;Jonathon Simmons;2;3;6;63;69;70;68;76;62;64;71;67;65;68;66;69;67;26;0;马刺;20;2;520000;0;0;3002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
322;马特-邦纳;Matt Bonner;4;5;6;63;65;82;78;70;63;65;62;65;70;63;70;64;67;35;11;马刺;20;1;1550000;0;200346;374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
323;凯文-马丁;Kevin Martin;2;1;7;66;66;72;70;71;62;64;61;63;68;67;66;63;65;32;11;马刺;20;1;7090000;0;200426;267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
324;安德烈-米勒;Andre Miller;1;0;6;73;63;67;70;69;60;63;65;62;62;64;67;63;65;39;16;马刺;20;1;420000;0;199908;278;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
325;拉素尔-巴特勒;Rasual Butler;3;2;5;62;66;68;65;72;64;65;68;65;65;62;62;67;65;36;13;马刺;20;1;1500000;0;200254;1697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
326;尼古拉-约基奇;Nikola Jokic;5;0;10;78;84;73;81;84;72;80;61;82;68;73;83;78;81;20;0;掘金;21;3;1300000;0;201441;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
327;达尼罗-加里纳利;Danilo Gallinari;3;4;8;68;76;80;77;83;69;75;67;76;80;75;78;75;78;27;7;掘金;21;2;14000000;0;200806;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;约瑟夫-努尔基奇;Jusuf Nurkic;5;0;8;66;81;58;70;80;81;81;58;75;60;74;71;80;76;21;1;掘金;21;3;1800000;0;201416;286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
329;肯尼斯-法里德;Kenneth Faried;4;5;7;62;84;58;73;85;69;85;61;79;59;73;71;79;75;26;4;掘金;21;3;11240000;0;201122;453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
330;伊曼纽尔-穆迪埃;Emmanuel Mudiay;1;0;7;78;73;73;70;81;63;66;65;77;76;74;77;69;74;19;0;掘金;21;2;3100000;0;201507;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
331;威尔-巴顿;Will Barton;2;3;7;69;74;77;72;80;65;69;67;74;79;73;75;71;73;24;3;掘金;21;3;3330000;0;201240;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
332;DJ-奥古斯丁;D.J. Augustin;1;0;7;75;66;81;65;81;63;65;63;74;75;67;74;68;72;28;7;掘金;21;1;3000000;0;200809;805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
333;加里-哈里斯;Gary Harris;2;0;7;63;77;78;66;83;62;68;65;75;77;64;71;70;71;21;1;掘金;21;3;1590000;0;201419;1012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
334;达雷尔-亚瑟;Darrell Arthur;4;0;5;61;68;71;70;76;68;74;67;66;65;72;67;73;70;33;7;掘金;21;1;2810000;0;200827;1588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
335;杰弗瑞-洛文吉;Joffrey Lauvergne;5;4;6;60;74;60;63;78;66;76;59;72;60;66;66;72;69;24;1;掘金;21;2;1710000;0;201355;1246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
336;贾米尔-尼尔森;Jameer Nelson;1;0;6;77;67;67;65;77;60;66;62;63;70;66;70;66;68;33;11;掘金;21;3;4500000;0;200420;285;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
337;亚卡尔-桑普森;Jakarr Sampson;3;4;6;61;68;63;60;76;66;70;66;60;64;56;59;70;65;22;1;掘金;21;1;850000;0;0;2116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
338;阿克塞尔-图帕内;Axel Toupane;3;0;5;60;63;63;61;74;63;64;63;62;64;61;59;65;63;23;0;掘金;21;1;120000;0;0;2165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
339;科斯塔斯-帕帕尼古拉乌;Kostas Papanikolaou;3;0;5;61;63;63;60;74;61;63;65;63;63;58;59;65;63;25;1;掘金;21;1;350000;0;201248;2068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
340;迈克-米勒;Mike Miller;3;2;5;64;60;65;60;73;61;62;60;61;62;59;59;62;62;35;15;掘金;21;2;2830000;0;200005;279;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1
341;卡尔-安东尼-唐斯;Karl-Anthony Towns;5;4;9;66;84;76;81;82;76;83;62;82;75;79;82;81;81;20;0;森林狼;22;4;5700000;0;201501;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
