image;name;nameBirth;potential;positionFirst;positionSecond;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;draft;info
5088;范依铭;Fan Yiming;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5089;孙昊锋;Sun Haofeng;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5090;孙亚辉;Sun Yahui;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5091;纪守家;Ji Shoujia;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5092;金意彭;Jin Yipeng;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5093;邹雨宸;Zou Yuchen;9;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5094;张帆;Zhang Fan;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5095;俞长栋;Yu Changdong;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5096;金鑫;Jin Xin;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5097;王少杰;Wang Shaojie;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5098;孟子凯;Meng Zikai;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5099;林彦廷;Lin Yanting;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5100;李玮颢;Li Weihao;9;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5101;矣进宏;Yi Jinhong;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5102;孔令韬;Kong Lingtao;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5103;詹理为;Zhan Liwei;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5104;泰勒-罗切斯特;Taylor Rochestie;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5105;大卫-詹姆斯;David James;9;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5106;时德帅;Shi Deshuai;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5107;林庭谦;Lin Tingqian;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5108;谷泽浴;Gu Zeyu;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5109;李荣培;Li Rongpei;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5110;田雨;Tian Yu;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5111;赖俊豪;Lai Junhao;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5112;张云梦;Zhang Yunmeng;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5113;高世鳌;Gao Shiao;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5114;岳鸿博;Yue Hongbo;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5115;李宗霖;Li Zonglin;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5116;林晗;Lin Han;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5117;党瑞博;Dang Ruibo;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5118;姜博文;Jiang Bowen;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5119;苏煜;Su Yu;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5120;王一方;Wang Yifang;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5121;杜伯超;Du Bochao;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5122;王旭;Wang Xu;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5123;郑昊燃;Zheng Haoran;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5124;陈佳林;Chen Jialin;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5125;阿列克谢-施韦德;Alexey Shved;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5126;葛昭宝;Ge Zhaobao;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5127;常林;Chang Lin;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5128;本尼-博特赖特;Bennie Boatwrighe;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5129;张春军;Zhang Chunjun;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5130;邢志强;Xing Zhiqiang;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5131;栾利程;Luan licheng;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5132;刘冠岑;Liu Guancen;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5133;秦子龙;Qin ZiLong;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5134;陈彭宇迪;Chen Pengyudi;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5135;何家辰;He Jiachen;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5136;韩霈瑜;Han Peiyu;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5137;李柏润;Li Borun;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5138;吕加晖;Lv Jiahui;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5139;王哲;Wang Zhe;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5140;尼西尔-布鲁克斯;Nysier Brooks;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5141;香浓-肖特;Shannon Shorter;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5142;艾麦尔-卡斯木;Aimer Kasim;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5143;周子旭;Zhou Zixu;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5144;高玮泽;Gao Weize;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5145;木塔哈尔-孜比不拉;Mutahar Zibibra;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5146;史亚峰;Shi Yafeng;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5147;王富申;Wang Fushen;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5148;王子麒;Wang Ziqi;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5149;李展帆;Li Zhanfan;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5150;艾克热木-尼亚孜;Aikeremu Niyazi;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5151;吴松峻;Wu Songjun;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5152;曹新欣;Cao Xinxin;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5153;任天航;Ren Tianhang;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5154;武玉杰;Wu Yujie;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5155;赵伟旭;Zhao Weixu;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5156;宋朋龙;Song Penlong;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5157;龚远航;Gong Yuanhang;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5158;吴冠希;Wu Guanxi;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5159;齐麟;Qi Lin;9;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5160;米切尔-克里克;Mitchell Creek;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5161;李炎哲;Li Yanzhe;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5162;鲁吐布拉;Lutubula;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5163;王泉泽;Wang Quanze;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5164;黄荣奇;Huang Rongqi;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5165;唐才育;Tang Caiyu;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5166;西尔扎提-赛买提;Xerzat Samat;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5167;曲笑宇;Qu Xiaoyu;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5168;米艾力;Mi Aili;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5169;艾孜麦提-吐逊;Aizi Maiti;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5170;郭昱彰;Guo Yuzhang;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5171;罗伯特-厄普肖;Robert Upshaw III;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5172;米歇尔-瓦特;Mitchell Watt;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5173;布兰登-杰弗森;Brandon Jefferson;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5174;高岩;Gao Yan;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5175;杨文学;Yang Wenxue;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5176;热夏提-克里木;Rexiati Kelimu;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5177;张玉;Zhang Yu;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5178;苏比哈提-吐尔逊;Subihati Tuerxun;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5179;董健;Dong jian;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5180;冯嘉伟;Feng Jiawei;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5181;杨健鑫;Yang Jianxin;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5182;孙府宽;Sun Fukuan;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5183;李睿玮;Li Ruiwei;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5184;李炎涛;Li Yantao;9;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5185;亚森江-依力哈木;Yasenjiang Ilham;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5186;陈泽昂;Chen Zeang;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5187;卢杜伟;Lu Duwei;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5188;路梓艺;Lu Ziyi;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5189;孙成堃;Sun Chengkun;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5190;罗伯特-高登;Robert Golden;10;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5191;克里斯多夫-奥贝克帕;Christopher Obekpa;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5192;文卡泰什-乔伊斯;Venkatesha Jois;7;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5193;左朕年;Zuo Zhennian;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5194;韩硕;Han Shuo;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5195;苏若禹;Sun Ruoyu;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5196;王薪凯;Wang Xinkai;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5197;郭金林;Guo Jinlin;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5198;李泓翰;Li Honghan;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5199;杨林祎;Yang Linyi;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5200;张大宇;Zhang Dayu;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5201;景菡一;Jing Hanyi;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5202;卢艺文;Lu Yiwen;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5203;朱荣振;Zhu Rongzhen;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5204;方佳晨;Fang Jiachen;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5205;孟天艺;Meng Tianyi;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5206;付泳畅;Fu Yongchang;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5207;洪辛;Hong Xin;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5208;胡钧淋;Hu Junlin;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5209;刘冠杉;Liu Guanshan;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5210;于枭永;Yu Xiaoyong;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5211;袁士博;Yuan Shibo;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5212;赵芮;Zhao Rui;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5213;约翰-奈特三世;John Knighe Ⅲ;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5214;多诺万-史密斯;Donovan Smith;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5215;于梁;Yu Liang;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5216;刘大鹏;Liu Dapeng;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5217;李天戈;Li Tiange;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5218;侯天一;Hou Tianyi;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5219;华刚辉;Hua Ganghui;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5220;苏豪;Su Hao;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5221;牟文博;Mou Wenbo;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5222;王晓明;Wang Xiaoming;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5223;杨逍;Yang xiao;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5224;林树森;Lin Shusen;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5225;李振浩;Li Zhenhao;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5226;刘泽;Liu Ze;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5227;纪光泽;Ji Guangze;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5228;胡荣浩;Hu Ronghao;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5229;孙畅;Sun Chang;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5230;李曹北;Li Caobei;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5231;赵海铭;Zhao Haiming;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5232;迈克尔-K-霍利费尔德;Michael Holyfield;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5233;德勒黑;Delhei;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5234;肖克来提-阿扎提;Shokleti Azati;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5235;永安奇-何塞-门西亚;Yoanki Mencia;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5236;姜君奇;Jiang Junqi;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5237;刘帅;Liu Shuai;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5238;邓愈鑫;Deng Yuxin;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5239;陈泽旭;Chen Zexu;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5240;宋建骅;Song Jianhua;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5241;孟宪超;Meng Xianchao;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5242;余永威;Yu Yongwei;7;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5243;阿尔达格尔-阿依丁;Ardagher Aydin;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5244;史海鹏;Shi Haipeng;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5245;刘俊文;liu Junwen;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5246;李昭霖;Li Zhaolin;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5247;王浩宇;Wang Haoyu;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5248;钟贤睿;Zhong Xianrui;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5249;阿尔法-卡巴;Alpha Kaba;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5250;崔晓龙;Cui Xiaolong;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5251;杰伦-莱利;Jalen Riley;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5252;刘志轩;Liu Zhixuan;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5253;吴羽佳;Wu Yujia;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5254;许梦君;Xu Mengjun;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5255;温佳龙;Wen Jialong;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5256;张稀然;Zhang Xiran;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5257;闫实;Yan Shi;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5258;李禄曈;Li Lutong;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5259;蒋浩然;Jiang Haoran;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5260;马建豪;Ma Jianhao;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5261;黄畅;Huang Chang;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5262;倪永康;Ni Yongkang;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5263;陶彦儒;Tao Yanru;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5264;李承耀;Li Chengyao;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5265;刘泽希;Liu Zexi;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5266;赵旭昕;Zhao Xuxin;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5267;曾繁日;Zeng Fanri;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5268;焦恩格尔-胡依山;Jiao Engeer;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5269;刘东;Liu Dong;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5270;王子瑞;Wang Zirui;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5271;赵柏清;Zhao Baiqing;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5272;贾昊;Jia Hao;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5273;李云开;Li Yunkai;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5274;邬挺嘉;Wu Tingjia;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5275;孙熔孝;Sun Rongxiao;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5276;马国栋;Ma Guodong;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5277;张富垚;Zhang Fuyao;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5278;李泓澎;Li Hongpeng;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5279;魏一;Wei Yi;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5280;王睿;Wang Rui;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5281;王彦凯;Wang Yankai;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5282;麦吾兰-麦麦提伊敏;Maiwulan Maimaitiyimin;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5283;尹椿文;Yin Chunwen;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5284;昂德雷-巴尔文;Ondrej Balvin;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5285;普润斯-库芒古;Prince Kamunga;8;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5286;帕尼尼奇-达科;Planinic Darko;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5287;张韩;Zhang Han;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5288;牛保顺;Niubao shun;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5289;沈子然;Shen Ziran;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5290;杨越;Yang Yue;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5291;林思阳;Lin Siyang;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5292;罗毅;Luo Yi;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5293;杜佳宝;Du Jiabao;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5294;于翔;Yu Xiang;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5295;赵烨;Zhao Ye;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5296;刘清政;Liu Qingzheng;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5297;加那尔别克-白谢巴依;Ganalbek Baishebai;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5298;边郑迦勒;Bian Zhengjiale;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5299;郭羽舟;Guo Yuzhou;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5300;刘剑阁;Liu Jiange;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5301;德兹明-威尔斯;Dezmine Wells;8;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5302;杨文博;Yang Wenbo;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5303;蒋淯安;Jiang Yuan;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5304;王思奇;Wang Siqi;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5305;张正昕;Zhang Zhengxin;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5306;原晨云;Yuan Chenyun;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5307;李祥波;li Xiangbo;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5308;李雪松;li Xuesong;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5309;田泽皓;Tian Zehao;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5310;刘仁斌;Liu Renbin;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5311;张翔;Zhang Xiang;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5312;王延之;Wang Yanzhi;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5313;汤杰;Tang Jie;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
