No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image
335;尹椿文;YinChunwen;1;0;7;75;55;69;69;54;46;52;60;59;69;64;68;49;59;20;3;南京;17;3;0;0;202200;5001
336;阿卜杜赛麦提;Abdusaiti Maiti Abula;3;0;7;63;46;61;48;51;67;62;72;62;66;64;54;60;58;22;1;南京;17;1;0;0;202400;5001
337;张新宇;Zhang Xinyu;5;0;6;63;62;49;45;52;70;63;66;65;61;64;56;60;58;22;1;南京;17;1;0;0;202400;5001
338;孙鸣阳;Sun Mingyang;5;0;6;66;48;55;47;52;67;62;62;62;63;64;53;58;56;32;12;南京;17;1;0;0;201200;5001
339;昂德雷-巴尔文;Ondrej Balvin;5;0;8;70;85;81;76;85;77;85;65;83;75;78;83;84;84;32;1;香港;30;1;0;0;202400;5001
340;张韩;Zhang Han;4;3;6;65;81;68;76;69;81;73;65;82;68;72;76;74;75;30;3;苏科;18;1;0;0;202200;5001
341;沈子然;Shen Ziran;5;0;6;60;82;66;68;67;80;76;65;77;64;64;71;75;73;28;10;0;0;1;0;0;201500;5001
342;高钰翔;Gao Yuxiang;3;4;6;72;67;72;70;72;70;71;70;66;73;69;70;71;72;31;9;0;0;1;0;0;201600;5001
343;杜佳宝;Du Jiabao;2;1;6;78;63;83;74;74;63;65;65;65;81;68;76;66;71;26;3;0;0;1;0;0;202200;5001
344;高玮泽;Gao Weize;5;0;6;67;74;67;56;73;75;78;58;75;68;59;68;74;71;24;5;0;0;1;0;0;202000;5001
521;周浩然;Zhou Haoran;1;2;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;27;0;0;0;0;0;0;0;5001
345;于翔;Yu Xiang;1;2;6;86;62;73;77;69;54;64;68;69;76;69;78;64;71;29;8;苏科;18;1;0;0;201700;5001
346;孟熙桢;Meng Xizhen;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;19;1;0;0;1;0;0;0;5001
347;托马斯·基兹林克;Tomas Kyzlink;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;32;1;0;0;1;0;0;0;5001
348;张锦;Zhang Jin;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;31;1;0;0;1;0;0;0;5001
349;加那尔别克-白谢巴依;Ganalbek Baishebai;4;3;6;61;76;71;62;65;74;73;62;77;68;63;69;69;69;21;4;0;0;1;0;0;202100;5001
350;刘清政;Liu Qingzheng;2;1;6;77;66;80;71;69;60;65;62;65;81;68;74;63;69;24;3;8;0;1;0;0;202200;5001
351;朱尔·帕尼尼奇;Jure Planinic;4;3;8;62;72;72;61;73;71;73;55;69;70;56;66;69;68;25;1;0;0;1;0;0;0;5001
352;朱灵杰;zhulingjie;4;3;6;62;72;72;61;73;71;73;55;69;70;56;66;69;68;21;1;江西;5;1;0;0;0;5001
353;王天翊;Wang Tianyi;3;4;6;62;72;72;61;73;71;73;55;69;70;56;64;68;67;21;1;0;0;1;0;0;0;5001
354;郭羽舟;Guo Yuzhou;4;3;6;69;69;63;61;74;76;62;60;73;61;62;66;69;67;24;3;0;0;1;0;0;202200;5001
355;刘剑阁;Liu Jiange;1;2;6;77;71;70;61;65;61;67;63;71;72;62;71;63;67;25;3;长沙;15;1;0;0;202200;5001
356;戴锦晖;daijinhui;1;2;6;62;72;72;61;73;71;73;55;69;70;56;65;66;65;23;1;0;0;1;0;0;0;5001
357;特洛伊-吉伦沃特;TROY GILLENWATER;4;0;9;63;95;84;81;85;77;86;74;88;80;78;86;85;86;36;5;0;0;1;0;0;202000;5001
358;皮雷-杰克逊;Pierre Jackson;1;0;7;83;80;88;77;72;72;70;75;81;84;78;87;74;81;33;1;0;0;1;0;0;202400;1096
359;郑祺龙;Zheng Qilong;3;0;7;69;76;77;64;73;76;73;74;72;74;67;72;76;75;30;3;0;0;1;0;0;202000;5001
360;李祥波;lixiangbo;3;4;6;71;81;67;64;73;74;78;69;74;65;74;71;75;74;25;7;0;0;1;0;0;201800;5001
361;杨文博;Yang wen bo;1;2;6;77;70;80;73;70;64;63;64;69;80;72;78;64;72;34;10;安徽;19;1;0;0;201500;5001
362;阿克卓力·巴海;Akjoli Bhai;5;0;6;63;75;59;67;68;79;78;58;76;59;62;67;74;71;27;4;0;0;1;0;0;202100;5001
363;达卡里-约翰逊;DAKARI JOHNSON;4;0;7;72;70;71;66;70;71;73;62;70;72;68;71;70;70;29;3;0;0;1;0;0;201900;2260
364;王思奇;WANG S.Q.;2;1;6;71;63;71;66;68;72;74;70;71;77;66;69;72;70;30;5;0;0;1;0;0;202000;5001
365;原晨云;Yuan Chenyun;3;4;6;77;66;72;64;69;71;62;73;70;70;66;70;69;70;25;1;0;0;1;0;0;202400;5001
366;刘仁斌;Liu Renbin;5;0;6;65;72;59;70;73;67;70;60;76;60;66;68;68;68;25;7;0;0;1;0;0;201800;5001
367;汤杰;Tang Jie;1;2;7;68;66;74;71;66;53;64;70;65;73;69;70;63;67;24;7;0;0;1;0;0;201800;5001
368;王延之;yanzhiwang;5;0;6;57;68;69;58;69;72;70;64;70;70;61;64;70;67;24;5;0;0;1;0;0;202000;5001
369;薛傅文;xuefuweb;2;1;6;68;62;82;61;74;67;58;64;61;81;66;69;65;67;25;7;0;0;1;0;0;201800;5001
370;高锦玮;Gao Jinwei;1;2;6;62;72;72;61;73;71;73;55;69;70;56;65;66;65;25;1;0;0;1;0;0;0;5001
371;邵守业;Shao Shouye;1;2;7;62;72;72;61;73;71;73;55;69;70;56;65;66;65;24;1;0;0;1;0;0;0;5001
372;田敬强;Tian Jingqiang;1;2;7;62;72;72;61;73;71;73;55;69;70;56;65;66;65;24;1;0;0;1;0;0;0;5001
373;龚远航;Gong Yuanhang;2;1;6;67;68;72;59;62;59;55;67;67;69;61;65;59;62;23;1;安徽;19;1;0;0;202400;5001
374;司坤;Sikun;2;1;6;71;73;80;78;77;66;63;74;81;84;80;79;71;76;30;6;0;0;1;0;0;201500;5001
361;杨文博;Yang wen bo;1;2;6;77;70;80;73;70;64;63;64;69;80;72;78;64;72;34;10;0;0;1;0;0;201500;5001
349;加那尔别克-白谢巴依;Ganalbek Baishebai;4;3;6;61;76;71;62;65;74;73;62;77;68;63;69;69;69;21;4;合肥;20;1;0;0;202100;5001
375;吴龙昊;Wu Longhao;4;3;6;71;73;80;78;77;66;63;74;81;84;80;81;70;75;34;11;0;0;1;0;0;201400;5001
521;庄佳桥;Zhuangjia Qiao;1;2;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;22;0;合肥;20;0;0;0;0;5001
194;冯嘉伟;Feng Jiawei;1;2;6;83;75;73;67;60;54;61;75;75;71;65;77;63;70;29;9;合肥;20;1;0;0;201600;5001
190;刘子豪;Liuzihao;4;3;6;67;75;68;74;74;73;74;62;75;72;74;74;72;73;31;6;合肥;20;1;0;0;201900;5001
376;热夏提-克里木;Re Xia Ti;3;4;6;75;74;72;73;74;68;65;70;71;73;70;74;69;73;35;11;0;0;1;0;0;201400;5001
377;张玉;Zhang Yu;4;3;6;69;71;77;75;68;73;73;66;74;75;72;75;71;73;28;4;0;0;1;0;0;202100;5001
378;顾天昊;Gu Tianhao;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;22;1;0;0;1;0;0;0;5001
98;马泽来;Ma Zelai;2;1;6;62;72;72;61;73;71;73;55;69;70;56;64;67;65;25;3;合肥;20;1;0;0;202200;5001
379;塔卡尔·埃克马尔·莫尔森;Takal Ackmar Molson;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;26;1;0;0;1;0;0;0;5001
380;王中雨;Wang Zhongyu;5;0;6;62;72;72;61;73;71;73;55;69;70;56;67;70;69;26;1;0;0;1;0;0;0;5001
381;刘琦;Liu Qi;5;0;6;66;71;61;71;70;69;71;67;72;65;72;69;70;69;28;8;0;0;1;0;0;201700;5001
382;阿格拉瓦尼斯;Dimitrios Agravanis;4;0;8;62;72;72;61;73;71;73;55;69;70;56;66;69;68;30;1;合肥;20;1;0;0;0;5001
240;马库斯-拉维特;MARCUS LOVETT;2;1;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;30;1;0;0;1;0;0;0;5001
521;张子硕;Zhang Zishuo;3;4;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;22;0;石家庄;10;0;0;0;0;5001
521;郭学栋;Guo Xuedong;3;4;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;23;0;0;0;0;0;0;0;5001
383;阿诺斯克;EJ Anosike;4;3;8;62;72;72;61;73;71;73;55;69;70;56;66;69;68;26;1;香港;30;1;0;0;0;5001
384;张翔;Zhang Xiang;1;2;6;70;71;70;73;71;61;58;70;69;71;67;71;65;68;25;1;0;0;1;0;0;202400;5001
385;李炜恒;Li Weiheng;3;4;6;62;72;72;61;73;71;73;55;69;70;56;64;68;67;20;1;0;0;1;0;0;0;5001
386;阿尔达格尔-阿依丁;Ardagher Aydin;4;3;6;68;68;63;60;72;78;65;60;69;65;58;64;70;67;24;1;0;0;1;0;0;202400;5001
387;冯迪维;Feng Diwei;1;2;6;62;72;72;61;73;71;73;55;69;70;56;65;66;65;27;1;0;0;1;0;0;0;5001
388;王耀锋;Wang Yaofeng;4;3;6;61;71;67;72;68;63;66;56;70;65;68;67;62;65;25;6;0;0;1;0;0;201900;5001
389;陈泽昂;Chen ZeAng;1;2;6;80;65;71;67;56;54;55;60;65;73;65;73;53;64;21;4;合肥;20;1;0;0;202100;5001
521;格里-布莱克斯;Gerry Blakes;1;0;9;62;72;72;61;73;71;73;55;69;70;56;67;70;69;31;0;0;0;0;0;0;0;5001
521;拉多斯拉夫·佩科维奇;Radoslav Pekovic;5;0;9;62;72;72;61;73;71;73;55;69;70;56;67;70;69;31;0;0;0;0;0;0;0;5001
390;洛夫顿;Kenneth Lofton Jr.;4;5;9;84;94;81;92;90;79;94;83;87;75;87;94;93;93;23;1;上海;21;1;0;0;0;1245
391;埃里克-布莱德索;ERIC BLEDSOE;1;2;9;93;86;80;85;84;69;74;78;78;82;80;91;80;86;35;3;0;0;1;0;0;202200;408
392;刘铮;Liu Zheng;3;0;7;75;75;88;76;82;77;76;88;72;79;71;80;85;83;34;9;上海;21;1;0;0;201600;5001
393;王哲林;Wang Zhelin;5;0;10;68;93;73;73;83;78;85;74;87;62;72;81;85;83;31;13;上海;21;2;0;0;201200;309
394;李弘权;LiHongQuan;4;3;9;70;77;90;77;90;70;76;74;72;84;71;81;81;81;23;3;上海;21;3;0;0;202200;5001
395;李添荣;Li Tianrong;2;0;7;75;79;91;80;84;69;68;70;75;83;76;84;75;80;25;4;上海;21;2;0;0;202100;2902
396;威尔逊;D.J. Wilson;4;5;8;70;75;78;86;78;77;82;68;71;77;76;79;80;79;29;1;吉林;1;1;0;0;0;1517
397;袁堂文;Yuan Tangwen;1;0;7;76;65;76;72;64;67;65;74;63;65;65;71;68;70;25;6;上海;21;1;0;0;201900;5001
398;闫鹏飞;Yan Pengfei;5;0;7;64;74;56;72;71;75;72;64;71;62;68;67;72;70;31;14;上海;21;2;0;0;201100;5001
399;偰李永炜;Xieliyongwei;2;1;8;68;64;75;75;69;67;65;69;66;73;67;69;67;69;21;1;上海;21;1;0;0;0;5001
400;赵森;Zhao Sen;4;3;7;62;72;72;61;73;71;73;55;69;70;56;66;69;68;21;1;辽宁;2;1;0;0;0;5001
401;罗汉琛;Luo Hanchen;1;0;6;67;66;64;74;66;67;65;65;66;69;65;67;65;66;30;13;深圳;27;2;0;0;201200;5001
402;刘礼嘉;LiuLiJia;4;3;6;66;76;54;65;66;67;66;66;70;63;68;66;65;65;20;3;上海;21;2;0;0;202200;1235
403;贾文特-霍金斯;JAVONTAE HAWKINS;2;0;8;65;61;67;71;55;67;65;64;66;66;70;65;60;63;32;1;0;0;1;0;0;0;5001
404;戴昊;Dai Hao;1;0;7;67;58;60;62;62;69;65;63;65;65;67;62;63;62;23;4;宁波;23;2;0;0;202100;5001
405;刘正清;LiuZhengQing;3;0;6;65;51;74;50;58;67;62;62;63;65;65;59;60;60;23;3;江苏;16;1;0;0;202200;5001
406;刘梓鹏;Liu Zipeng;2;0;7;63;46;53;80;57;67;65;67;62;62;67;58;62;60;20;1;上海;21;3;0;0;202400;5001
407;马典成;Ma Diancheng;4;0;6;64;66;46;57;53;67;65;64;66;61;65;59;59;59;22;1;上海;21;2;0;0;202400;5001
408;万孟霖;Wan Menglin;3;0;6;63;50;58;50;53;67;61;62;62;63;65;54;57;57;20;1;上海;21;3;0;0;202400;5001
409;董灏;Dong Hao;4;0;6;63;47;58;48;51;67;61;62;62;64;64;54;56;55;23;1;上海;21;1;0;0;202400;5001
410;达米安-琼斯;Damian Jones;5;0;8;74;91;86;88;79;89;86;72;85;74;74;89;88;89;30;1;浙江;22;1;0;0;0;1411
521;布兰登-兰多夫;Brandon Randolph;2;3;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;27;0;浙江;22;0;0;0;0;5001
411;约克;Gabe York;1;0;8;80;83;95;86;73;68;75;75;78;98;78;92;75;85;32;1;浙江;22;1;0;0;0;5001
412;科比-西蒙斯;Kobi Simmons;1;2;8;81;85;80;84;80;68;71;72;78;79;80;86;75;81;28;1;0;0;1;0;0;0;2229
413;陆文博;Lu Wenbo;3;0;7;73;72;92;76;83;70;71;78;70;84;73;80;78;80;27;9;浙江;22;1;0;0;201600;1771
414;吴前;Wu Qian;2;0;8;82;73;90;78;84;68;68;76;70;81;69;82;77;80;30;13;浙江;22;2;0;0;201200;587
415;余嘉豪;Yu Jiahao;5;0;9;69;84;75;85;81;75;80;66;77;64;74;80;80;80;22;4;浙江;22;2;0;226;202100;735
416;程帅澎;Cheng Shuaipeng;2;3;8;76;77;85;79;80;67;70;77;71;78;70;80;76;78;25;8;浙江;22;2;0;0;201700;686
417;王奕博;Wang Yibo;2;0;6;82;78;73;74;66;69;67;81;72;74;74;78;72;75;26;8;青岛;4;2;0;0;201700;5001
418;王仔路;Wang Zailu;4;0;7;70;80;68;69;66;69;79;85;73;68;70;74;75;74;28;7;浙江;22;2;0;0;201810;5001
419;刘泽一;Liu Zeyi;4;0;7;68;83;72;71;73;68;71;65;76;65;68;75;70;72;26;8;浙江;22;2;0;0;201700;2903
420;林孝天;Lin Xiaotian;2;0;7;80;74;75;65;62;61;61;67;70;78;64;75;61;68;25;7;浙江;22;3;0;0;201800;5001
421;林逸锋;Lin Yifeng;3;4;7;62;72;72;61;73;71;73;55;69;70;56;64;68;67;19;1;浙江;22;1;0;0;0;5001
422;李洪波;Li Hongbo;1;2;7;62;72;72;61;73;71;73;55;69;70;56;65;66;65;21;1;0;0;1;0;0;0;5001
423;任骏哲;Ren Junzhe;1;0;6;78;60;63;68;67;44;64;58;60;68;62;68;56;62;22;4;0;0;2;0;0;202100;5001
424;刘双语;LiuShuangYu;5;0;6;64;65;46;61;56;69;68;62;66;61;67;60;62;61;20;1;浙江;22;3;0;0;202400;5001
425;周怡杉;Yi Shan Zhou;4;0;6;64;50;58;70;55;69;63;66;63;63;68;60;60;60;20;3;浙江;22;3;0;0;202200;5001
426;张嘉许;ZhangJiaXu;5;0;6;63;61;49;45;59;67;66;67;65;61;64;55;63;59;21;1;浙江;22;3;0;0;202400;5001
427;张洪硕;Zhang HongShuo;4;0;6;64;58;64;45;53;68;62;63;64;62;64;57;58;58;23;4;浙江;22;1;0;0;202100;5001
428;孙昊淼;Sun Haomiao;4;0;6;57;69;62;54;62;60;56;56;65;60;55;58;55;57;22;4;浙江;22;2;0;0;202100;5001
429;景天雨;JingTianYu;3;0;6;63;47;58;47;52;67;63;62;62;64;64;53;58;56;20;3;0;0;3;0;0;202200;5001
430;王奕霖;Yi Lin Wang;1;2;6;63;48;53;47;49;67;61;62;62;62;64;53;56;54;21;2;浙江;22;2;0;0;202337;5001
431;马奇;RONALD MARCH;3;0;8;82;94;82;81;72;73;79;86;93;90;81;91;81;87;32;1;0;0;1;0;0;0;5001
432;拉科塞维奇;NICHOLAS RAKOCEVIC;5;0;8;74;89;75;85;80;73;83;77;82;76;84;87;82;84;27;5;0;0;1;0;0;202000;5001
433;马帝昂;MANGOK MATHIANG;4;0;8;70;95;43;84;69;85;97;76;94;63;77;79;86;83;32;1;北京;6;1;0;0;0;5001
434;阿尔斯兰;Arslan;1;0;7;90;84;80;77;79;67;70;76;78;84;79;88;76;83;28;11;0;0;2;0;0;201400;5001
435;乔丹-霍华德;JORDAN HOWARD;2;0;8;80;71;95;91;77;67;68;73;71;96;85;90;73;82;30;1;0;0;1;0;0;0;5001
436;王俊杰;Wang Junjie;1;0;7;77;82;70;75;83;69;68;67;75;69;83;78;73;76;25;16;宁波;23;2;0;0;200900;5001
437;罗凯文;Luo Kaiwen;3;0;7;66;68;84;75;83;69;70;68;68;71;71;72;74;74;29;11;宁波;23;1;0;0;201400;2839
438;王子瑞;Wang zirui;1;0;6;81;61;67;78;80;67;68;68;66;69;71;73;72;73;32;14;宁波;23;1;0;0;201100;5001
439;宁鸿宇;Ning Hongyu;4;0;7;65;67;80;70;82;73;69;68;67;75;69;71;75;73;29;11;0;0;3;0;0;201400;5001
440;常林;Chang Lin;5;0;6;70;61;71;65;72;69;69;67;66;70;67;67;70;69;36;14;0;0;1;0;0;201100;5001
441;袁振梁;Yuan Zhenliang;5;0;6;57;66;65;64;74;77;77;58;67;63;66;63;75;69;27;7;安徽;19;3;0;0;201802;5001
442;刘志恒;Liu Zhiheng;1;0;6;73;69;75;60;57;58;64;75;67;76;61;70;64;67;24;1;0;0;2;0;0;202400;5001
443;张禹童;Zhang Yutong;1;2;7;62;72;72;61;73;71;73;55;69;70;56;65;66;65;21;1;0;0;1;0;0;202437;5001
444;赵俊峰;Zhao Jun Feng;1;0;7;68;45;83;74;61;67;63;62;62;70;65;68;61;65;24;5;宁波;23;2;0;0;202000;5001
445;曲虹霖;Qu HongLin;5;0;7;66;62;53;54;59;75;66;77;65;62;66;59;68;64;22;4;香港;30;1;0;0;202100;5001
446;侯文杰;HouWenJie;4;0;6;62;66;71;64;72;63;61;60;70;68;62;65;63;64;26;3;0;0;1;0;0;202200;5001
447;王向彬;Wang Xiangbing;3;2;6;64;67;61;62;65;63;72;60;67;68;66;63;64;64;26;6;0;0;1;0;0;201900;5001
448;张祖铭;Zhang Zuming;4;0;6;65;70;65;49;66;68;67;63;68;65;65;63;65;64;30;11;香港;30;2;0;0;201400;5001
449;马泳;Ma Yong;2;0;6;64;54;82;53;66;67;65;65;64;66;65;62;65;63;27;6;宁波;23;3;0;0;201900;5001
450;赵建树;ZhaoJianShu;2;0;6;65;57;66;56;64;68;65;65;65;67;66;61;64;62;27;3;宁波;23;1;0;0;202200;5001
451;林俊涛;Jun Tao Lin;1;0;6;65;45;77;55;62;67;62;65;62;67;66;62;62;62;21;1;安徽;19;2;0;0;202400;5001
452;李佳朔;Jia Shuo Li;3;0;6;63;73;64;73;59;54;57;63;72;67;72;68;54;62;24;2;0;0;2;0;0;202308;5001
453;许裕茁;Xu Yuzhuo;3;0;6;64;52;72;50;63;69;64;64;63;65;65;58;63;62;25;4;宁波;23;3;0;0;202100;5001
454;马鑫鑫;Ma Xinxin;5;0;6;51;76;63;64;62;73;60;45;71;57;60;63;60;61;21;4;南京;17;2;0;0;202100;5001
455;王凡懿;Wang Fanyi;2;3;8;64;70;51;58;59;68;63;63;67;62;66;58;61;60;25;1;宁波;23;1;0;0;202402;5001
456;满奕呈;ManYiCheng;4;0;6;63;71;50;44;60;68;65;63;68;61;64;58;62;60;26;1;安徽;19;3;0;0;202400;5001
770;雷琼-塔克;Rayjon Tucker;2;3;6;62;64;73;69;70;61;60;73;62;74;50;64;66;65;27;0;广厦;24;0;0;0;201900;2152
457;巴里-布朗;BARRY BROWN;2;0;8;83;82;91;92;91;69;71;82;77;96;85;93;83;88;28;4;广厦;24;1;0;0;202100;5001
458;孙铭徽;Sun Minghui;1;0;9;94;79;82;79;86;69;68;91;74;84;80;90;85;88;29;10;广厦;24;1;0;0;201500;2884
459;胡金秋;Hu JinQiu;4;0;10;68;90;72;92;88;79;86;68;87;72;82;85;86;86;27;10;广厦;24;1;0;0;201500;228
460;奈特;Nathan Knight;5;0;8;68;85;77;71;84;79;85;76;77;73;71;79;86;83;28;1;0;0;1;0;0;0;1346
461;詹姆斯-纳纳利;JAMES NUNNALLY;2;3;8;79;79;90;82;76;76;76;76;80;85;83;87;79;83;35;2;0;0;1;0;0;201900;1363
462;卡尔顿;JOSHUA CARLTON;4;5;8;67;95;43;79;67;87;89;74;98;63;75;77;83;80;27;1;广厦;24;1;0;0;0;5001
463;朱俊龙;Zhu Junlong;3;0;7;70;72;81;71;82;78;75;84;69;80;69;74;84;80;25;6;广厦;24;3;0;0;201900;2860
464;赵嘉仁;Zhao Jiaren;3;0;7;68;75;88;71;74;69;73;69;71;80;70;76;72;75;26;6;广厦;24;3;0;0;201900;5001
465;赵岩昊;Zhao Yanhao;2;1;9;68;72;86;68;67;73;70;76;70;84;70;75;73;74;27;10;广厦;24;1;0;0;201500;3241
466;吴骁;Wu Xiao;5;0;7;70;72;50;59;64;71;83;73;69;61;67;64;74;69;25;6;广厦;24;3;0;0;201900;5001
467;林秉圣;Lin Bingsheng;1;2;8;69;57;66;82;65;67;65;72;65;68;70;69;67;68;29;1;广厦;24;1;0;0;202404;5001
468;许可;Xu Ke;1;0;6;83;66;68;68;57;60;69;66;64;72;69;73;62;68;25;5;广厦;24;4;0;0;202000;5001
469;蔡束林森;Cai Shulinsen;3;0;7;62;72;72;61;73;71;73;55;69;70;56;64;68;67;20;1;广厦;24;1;0;0;0;5001
470;李泽邦;Li Zebang;3;0;7;62;72;72;61;73;71;73;55;69;70;56;64;68;67;20;1;广厦;24;1;0;0;0;5001
471;侯孟泽;Hou Mengze;1;2;7;62;72;72;61;73;71;73;55;69;70;56;65;66;65;22;1;广厦;24;1;0;0;0;5001
472;赵佳一;ZhaoJiaYi;5;0;6;55;65;67;64;58;72;67;53;64;64;59;61;62;62;22;3;广厦;24;1;0;0;202200;5001
473;续峻玮;Xu Junwei;3;0;7;64;50;74;61;53;67;63;62;62;63;65;60;58;60;22;1;广厦;24;1;0;0;0;5001
474;赖克;Ke Lai;3;0;6;58;70;56;64;65;64;54;63;65;58;62;59;59;60;22;1;0;0;1;0;0;202400;5001
475;许钟豪;Xu Zhonghao;5;0;7;64;51;63;61;55;68;63;65;63;62;65;58;60;59;34;17;长沙;15;2;0;0;200800;5001
476;王欣瑞;WangXinRui;2;0;6;64;49;57;58;52;67;61;62;62;63;66;56;57;56;21;3;广厦;24;2;0;0;202200;5001
477;段立谦;Li Qian Duan;2;0;6;65;46;47;48;50;67;61;67;62;60;64;50;58;54;21;1;吉林;1;3;0;0;202400;5001
478;约瑟夫-杨;JOSEPH YOUNG;2;0;7;83;90;87;91;81;68;70;85;85;87;95;94;80;87;27;7;青岛;4;1;0;0;201800;2254
479;路易斯-金;Louis King;3;0;8;76;86;80;85;71;72;82;80;81;93;91;88;79;85;26;1;0;0;1;0;0;0;1899
565;贾斯汀-霍勒迪;Justin Holiday;2;1;8;73;72;80;75;75;55;65;72;69;75;75;76;67;72;36;0;广州;28;1;0;0;0;516
480;陈林坚;Chen Linjian;3;0;8;69;78;87;77;86;67;76;72;74;92;75;81;78;81;31;13;山东;3;2;0;0;201200;2912
481;邹阳;Yang Zou;4;3;8;67;88;75;68;88;73;79;81;81;75;69;78;84;81;25;2;福建;25;2;0;0;202305;714
482;曾凌铉;ZengLingXuan;1;0;8;70;73;79;84;87;69;66;69;71;78;77;79;75;77;22;3;福建;25;1;0;0;202200;5001
483;斯蒂尔;BAYLEE LOUIS STEELE;5;0;8;64;79;83;88;71;69;75;70;73;72;76;80;72;76;28;1;0;0;1;0;0;0;5001
484;黎伊扬;LiYiyang;1;0;7;80;68;69;72;79;67;67;71;68;73;72;75;73;74;26;4;福建;25;2;0;0;202106;578
485;孙岩松;Sun Yansong;4;0;6;67;74;73;72;78;73;68;69;70;68;73;72;74;73;25;7;0;0;3;0;0;201800;5001
486;刘博文;Bo Wen Liu;2;0;6;71;75;68;74;75;68;67;74;74;70;69;71;72;72;26;1;0;0;2;0;0;202400;5001
487;克里斯多夫-奥贝克帕;CHRISTOPHER OBEKPA;5;0;7;64;81;45;71;70;75;78;69;73;61;65;67;75;71;31;2;0;0;1;0;0;202400;5001
488;黎璋霖;Li Zhanglin;4;0;6;66;59;78;87;76;69;71;66;65;70;73;71;72;71;27;4;0;0;2;0;0;202103;5001
489;郑晓钢;Zheng Xiaogang;1;2;7;62;72;72;61;73;71;73;55;69;70;56;65;66;65;24;1;福建;25;1;0;0;0;5001
490;刘金雨;Jin Yu Liu;3;2;7;66;60;76;59;64;67;65;65;65;70;67;64;64;65;20;1;福建;25;4;0;0;202400;5001
491;翁金郎;WengJinLang;3;0;7;63;66;84;44;63;67;67;62;66;69;64;63;63;64;21;3;石家庄;10;2;0;0;202200;5001
492;杨阿力;Yang Ali;1;0;6;65;52;67;61;69;67;64;69;63;64;67;61;67;64;24;5;福建;25;3;0;0;202000;5001
493;李江淮;Li Jianghuai;3;0;6;67;49;67;52;66;68;65;65;63;70;65;59;65;63;33;9;福建;25;2;0;0;201600;5001
494;冯洺臻;FengMingZhen;5;0;6;64;60;44;76;58;67;65;64;65;61;66;61;61;61;22;2;福建;25;2;0;0;202300;5001
495;黄毅超;Huang Yichao;3;0;6;65;49;66;50;62;67;65;64;63;68;65;57;63;61;32;9;福建;25;3;0;0;201600;5001
496;王化东;Wang Huadong;4;0;6;65;59;52;49;60;67;64;63;64;62;65;57;61;59;25;6;吉林;1;2;0;0;201900;5001
497;鲁骜;Lu Ao;1;2;7;65;47;60;55;54;67;62;62;62;66;66;58;58;58;25;1;0;0;1;0;0;0;5001
498;赵义明;Zhao Yiming;5;0;6;63;48;49;46;58;67;66;62;62;60;64;51;61;57;24;6;0;0;2;0;0;201900;5001
248;特雷弗林-奎因;Trevelin Queen;2;3;6;65;70;72;71;72;51;68;68;63;73;65;68;65;66;24;0;广东;26;1;0;0;0;1171
499;吉伦沃特;TROY GILLENWATER;4;0;9;75;91;85;91;85;74;85;68;92;85;88;93;82;88;36;5;0;0;1;0;0;202000;5001
500;莫兰德;ERIC MORELAND;5;0;8;78;87;59;79;88;87;91;72;82;65;70;80;92;87;33;6;辽宁;2;1;0;0;201900;1327
501;贝兹利;Darius Bazley;4;0;8;77;83;78;73;85;91;86;76;78;80;70;81;91;86;25;1;0;0;2;0;0;0;849
502;徐杰;Xu Jie;1;0;8;87;75;88;84;91;67;70;78;72;87;77;88;81;85;25;4;广东;26;4;0;0;202100;2883
503;胡明轩;Hu Mingxuan;2;0;9;77;83;90;71;84;67;71;72;77;88;71;84;76;80;27;8;广东;26;1;0;0;201700;1527
504;任骏飞;REN Junfei;4;3;8;75;85;77;72;79;71;79;70;77;65;72;79;77;78;35;16;0;0;1;0;0;200900;5001
505;王少杰;Wang Shaojie;5;0;7;70;93;50;76;68;78;79;73;88;62;72;78;77;77;28;6;广东;26;1;0;0;201900;5001
506;杜润旺;Du Runwang;3;4;7;70;72;90;81;75;69;70;66;69;86;68;79;70;76;25;7;广东;26;3;0;0;201800;3135
507;黄荣奇;Huang Rongqi;3;0;6;70;73;78;53;75;69;66;78;70;71;66;68;73;72;26;8;0;0;2;0;0;201700;5001
508;张皓嘉;Zhang Haojia;3;0;6;70;64;77;71;68;67;71;72;66;75;68;70;70;71;25;6;广东;26;4;0;0;201900;5001
