No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image
375;何焱;He Yan;4;0;6;66;74;69;69;77;78;67;59;73;70;66;70;72;71;29;8;合肥;20;1;0;0;201600;5001
376;杨凯;Yangkai;3;4;6;76;70;74;79;71;61;62;68;72;69;77;76;64;71;27;0;合肥;20;1;0;0;202400;5001
377;戴蒙德-斯通;Diamond Stone;4;5;7;65;71;47;73;85;69;72;70;70;58;65;63;77;70;26;0;合肥;20;1;0;0;202400;1469
378;黄汉生;Huang Hansheng;1;2;6;84;60;74;60;70;64;62;72;63;76;65;73;68;70;25;0;合肥;20;1;0;0;202400;5001
379;杨熙;Yang Xi;1;2;6;84;70;69;66;58;61;58;72;71;70;67;75;61;69;25;3;合肥;20;1;0;0;202100;5001
380;王凯豪;Wang Kaihao;4;3;6;65;78;71;57;71;72;67;56;75;69;62;69;67;68;23;0;合肥;20;1;0;0;202400;5001
381;薛傅文;xuefuweb;2;1;6;68;62;82;61;74;67;58;64;61;81;66;69;65;67;24;6;合肥;20;1;0;0;201800;5001
382;宋享成;Song Xiangcheng;4;3;6;60;69;65;55;66;73;73;63;73;68;61;63;69;66;21;2;合肥;20;1;0;0;202200;5001
383;王耀锋;Wang Yaofeng;4;3;6;61;71;67;72;68;63;66;56;70;65;68;67;62;65;24;5;合肥;20;1;0;0;201900;5001
384;林炜明;linweiming;1;2;6;74;57;76;61;59;51;58;66;59;77;67;69;57;63;24;0;合肥;20;1;0;0;202400;5001
385;孙巍;Sun Wei;2;1;4;59;58;57;62;55;50;48;52;57;58;60;54;45;50;22;2;合肥;20;1;0;0;202200;5001
386;王哲林;Wang Zhelin;5;0;10;72;94;64;76;88;79;88;74;94;64;79;84;88;86;30;12;上海;21;2;0;0;201200;309
387;埃里克-布莱德索;ERIC BLEDSOE;2;0;9;81;77;76;76;86;75;72;82;79;75;73;79;83;81;34;2;上海;21;1;0;0;202200;408
388;德维恩-培根;DWAYNE BACON;3;0;9;72;82;80;82;86;69;74;70;82;83;83;83;77;81;28;0;上海;21;1;0;0;202400;2074
389;刘铮;Liu Zheng;3;0;7;75;74;82;60;82;70;73;90;72;80;69;75;83;80;33;8;上海;21;1;0;0;201600;5001
390;李弘权;LiHongQuan;4;0;9;70;76;80;67;80;71;77;69;74;72;68;75;77;76;22;2;上海;21;3;0;0;202200;5001
391;李添荣;Li Tianrong;2;0;7;69;71;88;70;90;70;67;70;72;69;71;74;77;76;24;3;上海;21;2;0;0;202100;2902
392;任骏威;Ren Junwei;4;0;8;69;68;68;69;86;67;70;66;68;64;67;68;75;72;34;14;上海;21;2;0;0;201000;5001
393;郭昊文;Guo Haowen;3;0;8;67;71;68;69;79;66;69;68;78;62;68;68;71;71;24;6;上海;21;1;0;0;201800;482
394;闫鹏飞;Yan Pengfei;5;0;7;66;72;47;74;72;77;74;69;74;58;75;67;75;71;30;13;上海;21;2;0;0;201100;5001
395;罗汉琛;Luo Hanchen;1;0;6;71;67;79;68;67;66;66;71;70;69;66;72;68;70;29;12;上海;21;2;0;0;201200;5001
396;戴昊;Dai Hao;1;0;7;71;66;61;70;68;70;67;70;69;63;67;66;69;67;22;3;上海;21;2;0;0;202100;5001
397;袁堂文;Yuan Tangwen;1;0;7;75;58;56;70;72;66;65;74;64;61;65;65;71;67;24;5;上海;21;1;0;0;201900;5001
398;张知垚;Zhang Zhiyao;4;0;6;64;68;73;65;77;66;65;64;63;60;66;65;68;67;22;2;上海;21;4;0;0;202200;5001
399;董灏;Dong Hao;4;0;6;67;73;67;54;74;65;63;59;70;65;58;65;65;65;22;0;上海;21;1;0;0;202400;5001
400;刘正清;LiuZhengQing;3;0;6;67;67;68;67;61;66;64;68;65;64;63;65;63;65;22;2;上海;21;1;0;0;202200;5001
401;刘梓鹏;Liu Zipeng;2;0;7;66;60;79;66;68;66;62;66;63;61;64;65;65;65;19;0;上海;21;3;0;0;202400;5001
402;马典成;Ma Diancheng;4;0;6;66;68;47;66;66;70;67;64;68;58;65;61;66;64;21;0;上海;21;2;0;0;202400;5001
403;刘礼嘉;LiuLiJia;4;3;6;56;66;60;58;71;60;64;65;68;63;60;59;64;61;19;2;上海;21;2;0;0;202200;1235
404;潘威;Pan Wei;1;2;6;71;59;70;59;60;51;61;62;64;69;60;65;56;61;24;3;上海;21;1;0;0;202100;5001
405;万孟霖;Wan Menglin;3;0;6;61;73;65;61;62;64;59;56;66;64;60;62;57;60;19;0;上海;21;3;0;0;202400;5001
406;卡利克-琼斯;CARLIK JONES;1;0;8;78;77;79;80;85;69;71;79;76;70;81;81;80;81;26;0;浙江;22;1;0;0;202400;1833
407;余嘉豪;Yu Jiahao;5;0;9;70;85;52;78;86;86;81;68;79;59;75;74;87;81;21;3;浙江;22;2;0;0;202100;735
408;贾马尔-盖利;JARMAR GULLEY;3;0;8;75;73;70;80;82;73;72;83;73;68;75;76;81;79;33;2;浙江;22;1;0;0;202200;5001
409;吴前;Wu Qian;2;0;8;78;71;87;68;81;69;69;83;71;88;69;79;79;79;29;12;浙江;22;2;0;0;201200;587
410;程帅澎;Cheng Shuaipeng;2;0;8;74;72;92;71;82;66;68;75;69;86;71;80;75;78;24;7;浙江;22;2;0;0;201700;686
411;雷吉-佩里;REGGIE PERRY;5;0;7;69;75;71;80;75;75;75;73;75;67;81;77;77;77;24;0;浙江;22;1;0;0;202400;1386
412;陆文博;Lu Wenbo;3;0;7;68;72;84;64;78;70;70;81;70;82;66;73;77;76;26;8;浙江;22;1;0;0;201600;1771
413;刘泽一;Liu Zeyi;4;0;7;71;82;47;70;80;78;74;69;78;58;76;70;78;74;25;7;浙江;22;2;0;0;201700;2903
414;王仔路;Wang Zailu;4;0;7;70;73;71;67;77;67;78;78;70;67;67;71;77;74;27;6;浙江;22;2;0;0;201810;5001
415;王奕博;Wang Yibo;2;0;6;75;70;78;69;74;67;66;74;67;68;69;72;72;72;25;7;浙江;22;2;0;0;201700;5001
416;刘懿霆;LiuYiTing;3;0;6;65;63;82;69;65;66;62;61;63;63;63;67;61;65;21;2;浙江;22;2;0;0;202200;5001
417;张洪硕;Zhang HongShuo;4;0;6;65;68;63;69;70;66;64;64;66;59;63;64;65;65;22;3;浙江;22;1;0;0;202100;5001
418;周怡杉;Yi Shan Zhou;4;0;6;66;71;57;69;68;69;64;64;64;60;66;64;66;65;19;2;浙江;22;3;0;0;202200;5001
419;时振恺;Shi ZhenKai;3;2;6;58;70;70;68;65;64;66;59;63;70;65;64;61;64;21;4;浙江;22;1;0;0;202000;5001
420;孙昊淼;Sun Haomiao;4;0;6;65;66;66;51;62;69;69;66;67;63;64;62;65;64;21;3;浙江;22;2;0;0;202100;5001
421;刘双语;LiuShuangYu;5;0;6;60;68;64;53;64;71;70;52;70;63;55;61;65;63;19;0;浙江;22;3;0;0;202400;5001
422;任骏哲;Ren Junzhe;1;0;6;78;60;63;68;67;44;64;58;60;68;62;68;56;62;21;3;浙江;22;2;0;0;202100;5001
423;林孝天;Lin Xiaotian;2;0;7;69;67;53;59;62;67;65;65;65;61;64;60;63;61;24;6;浙江;22;3;0;0;201800;5001
424;张嘉许;ZhangJiaXu;5;0;6;65;68;47;59;60;70;63;62;64;58;64;60;62;61;20;0;浙江;22;3;0;0;202400;5001
425;王奕霖;Yi Lin Wang;1;2;6;65;59;68;56;62;55;57;63;59;70;61;62;57;60;20;1;浙江;22;2;0;0;202337;5001
426;景天雨;JingTianYu;3;0;6;60;55;68;65;56;63;66;56;59;62;67;59;57;59;19;2;浙江;22;3;0;0;202200;5001
427;阿努瓦-奥莫特;ANUNWA OMOT;3;0;8;69;80;87;87;87;74;76;73;77;78;84;83;81;83;29;0;宁波;23;1;0;0;202400;5001
428;阿基尔-米切尔;AKIL MITCHELL;5;0;6;72;84;60;75;81;71;88;83;86;61;81;78;84;81;35;0;宁波;23;1;0;0;202400;5001
429;阿尔斯兰;Arslan;1;0;7;88;71;83;81;79;66;70;70;72;90;80;87;73;81;27;10;宁波;23;2;0;0;201400;5001
430;约翰-埃格伯努;JOHN EGBUNU;5;0;8;69;92;47;62;88;70;91;70;95;58;72;75;85;81;29;0;宁波;23;1;0;0;202400;5001
431;王俊杰;Wang Junjie;1;0;7;83;72;69;81;78;69;69;82;75;67;89;80;78;79;24;15;宁波;23;2;0;0;200900;5001
432;罗凯文;Luo Kaiwen;3;0;7;68;62;85;70;88;77;71;70;67;82;73;73;79;77;28;10;宁波;23;1;0;0;201400;2839
433;宁鸿宇;Ning Hongyu;4;0;7;67;64;89;73;76;77;71;71;67;82;72;75;76;75;28;10;宁波;23;3;0;0;201400;5001
434;阿奇-古德温;ARCHIE GOODWIN;2;0;6;71;79;57;63;74;71;70;68;79;66;73;68;71;70;29;6;宁波;23;1;0;0;201800;999
435;袁振梁;Yuan Zhenliang;5;0;6;65;68;47;66;74;73;69;68;69;58;67;62;72;68;26;6;宁波;23;3;0;0;201802;5001
436;刘志恒;Liu Zhiheng;1;0;6;73;69;75;60;57;58;64;75;67;76;61;70;64;67;23;0;宁波;23;2;0;0;202400;5001
437;许裕茁;Xu Yuzhuo;3;0;6;66;67;69;74;72;66;64;64;66;63;66;66;66;67;24;3;宁波;23;3;0;0;202100;5001
438;赵建树;ZhaoJianShu;2;0;6;68;67;68;64;65;67;69;69;67;74;69;67;67;67;26;2;宁波;23;1;0;0;202200;5001
439;满奕呈;ManYiCheng;4;0;6;66;68;66;62;74;67;66;64;66;65;66;65;68;66;25;0;宁波;23;3;0;0;202400;5001
440;曲虹霖;Qu HongLin;5;0;7;58;68;67;55;76;71;63;62;69;67;56;62;69;66;21;3;宁波;23;1;0;0;202100;5001
441;蒋帅;JiangShuai;2;0;6;67;62;70;51;65;67;63;75;66;71;64;62;68;65;27;2;宁波;23;1;0;0;202204;5001
442;马泳;Ma Yong;2;0;6;66;63;71;59;67;67;64;71;65;69;66;64;67;65;26;5;宁波;23;3;0;0;201900;5001
443;张祖铭;Zhang Zuming;4;0;6;65;63;54;62;77;67;66;65;64;63;63;60;69;65;29;10;宁波;23;2;0;0;201400;5001
444;赵俊峰;Zhao Jun Feng;1;0;7;69;61;78;59;61;61;62;66;64;74;63;68;61;65;23;4;宁波;23;2;0;0;202000;5001
445;侯文杰;HouWenJie;4;0;6;62;66;71;64;72;63;61;60;70;68;62;65;63;64;25;2;宁波;23;1;0;0;202200;5001
446;李佳朔;Jia Shuo Li;3;0;6;66;54;74;58;59;69;64;69;63;69;64;62;64;64;23;1;宁波;23;2;0;0;202308;5001
447;王向彬;Wang Xiangbing;3;2;6;64;67;61;62;65;63;72;60;67;68;66;63;64;64;25;5;宁波;23;1;0;0;201900;5001
448;林俊涛;Jun Tao Lin;1;0;6;68;56;59;68;65;67;62;64;64;60;64;62;63;62;20;0;宁波;23;2;0;0;202400;5001
449;马鑫鑫;Ma Xinxin;5;0;6;65;63;47;60;62;71;66;64;67;58;66;59;65;62;20;3;宁波;23;2;0;0;202100;5001
450;王俣豪;Yu Hao Wang;1;0;6;68;63;52;51;58;70;63;65;68;66;66;60;62;61;23;1;宁波;23;2;0;0;202321;5001
451;孙铭徽;Sun Minghui;1;0;9;95;77;78;83;84;70;72;92;78;86;84;91;86;89;28;9;广厦;24;1;0;0;201500;2884
452;胡金秋;Hu JinQiu;4;0;10;67;95;82;83;93;75;85;70;90;65;77;85;86;86;26;9;广厦;24;1;0;0;201500;228
453;许钟豪;Xu Zhonghao;5;0;7;76;89;69;68;82;72;84;64;87;71;67;81;80;80;33;16;广厦;24;2;0;0;200800;5001
454;贾希尔-奥卡福;JAHLIL OKAFOR;5;0;8;69;83;80;82;86;70;76;65;79;61;72;80;78;79;28;3;广厦;24;1;0;0;202100;357
455;奎因达里-韦瑟斯庞;QUINNDARY WEATHERSPOON;2;0;8;74;80;70;69;84;73;71;79;85;71;75;75;80;78;27;0;广厦;24;1;0;0;202400;2199
456;德里克-沃顿;DERRICK WALTON JR.;1;0;8;79;69;78;78;72;66;69;71;73;71;75;78;71;75;29;0;广厦;24;1;0;0;202400;1551
457;乔丹-弗洛伊德;JORDAN FLOYD;2;0;8;83;74;79;74;66;69;61;76;75;77;75;80;68;75;27;0;广厦;24;1;0;0;202400;5001
458;赵嘉仁;Zhao Jiaren;3;0;7;69;68;87;68;71;70;70;75;68;80;69;74;72;74;25;5;广厦;24;3;0;0;201900;5001
459;朱俊龙;Zhu Junlong;3;0;7;71;68;76;70;66;78;73;78;70;72;69;71;75;74;24;5;广厦;24;3;0;0;201900;2860
460;赵岩昊;Zhao Yanhao;2;0;9;68;69;84;65;67;71;66;73;68;80;68;73;70;71;26;9;广厦;24;1;0;0;201500;3241
461;李金效;Li Jinxiao;4;0;6;67;65;76;63;70;71;69;69;66;73;64;68;70;69;27;7;广厦;24;1;0;0;201700;5001
462;吴骁;Wu Xiao;5;0;7;66;67;47;72;74;71;73;65;67;58;64;62;72;68;24;5;广厦;24;3;0;0;201900;5001
463;王庆明;Wang QingMing;3;0;6;65;69;72;55;77;67;64;62;63;65;64;63;67;66;31;12;广厦;24;1;0;0;201200;5001
464;杜博阳;Bo Yang Du;1;0;6;66;74;73;69;60;66;63;66;63;65;63;68;62;65;25;0;广厦;24;1;0;0;202400;5001
465;赖克;Ke Lai;3;0;6;66;61;61;56;65;67;65;65;66;60;67;60;64;63;21;0;广厦;24;1;0;0;202400;5001
466;许可;Xu Ke;1;0;6;68;63;69;65;57;67;63;65;63;64;65;66;61;63;24;4;广厦;24;4;0;0;202000;5001
467;段立谦;Li Qian Duan;2;0;6;66;61;71;58;61;66;63;65;64;62;65;62;62;62;20;0;广厦;24;3;0;0;202400;5001
468;赵佳一;ZhaoJiaYi;5;0;6;55;65;67;64;58;72;67;53;64;64;59;61;62;62;21;2;广厦;24;1;0;0;202200;5001
469;王欣瑞;WangXinRui;2;0;6;65;55;72;64;58;67;63;62;63;65;64;63;60;61;20;2;广厦;24;2;0;0;202200;5001
470;冯洺臻;FengMingZhen;5;0;6;52;65;63;64;64;63;66;49;67;60;59;59;60;59;21;1;广厦;24;2;0;0;202300;5001
471;索恩-梅克;THON MAKER;5;0;8;66;77;81;68;85;91;80;75;75;75;71;76;89;83;27;2;福建;25;1;0;0;202200;615
472;尤金-杰曼;EUGENE GERMAN;2;0;9;79;83;83;79;86;69;74;77;87;89;74;86;80;83;31;2;福建;25;1;0;0;202200;5001
473;陈林坚;Chen Linjian;3;0;8;69;73;93;84;80;70;72;78;71;86;82;83;77;81;30;12;福建;25;2;0;0;201200;2912
474;邹阳;Yang Zou;4;0;8;69;80;73;72;80;75;82;82;77;76;70;76;83;80;24;1;福建;25;2;0;0;202305;714
475;黎伊扬;LiYiyang;1;0;7;82;65;70;72;75;66;69;77;69;75;73;76;74;75;25;3;福建;25;2;0;0;202106;578
476;约瑟夫-杨;JOSEPH YOUNG;2;0;7;73;71;73;86;81;66;66;71;71;72;83;76;73;75;26;6;福建;25;1;0;0;201800;2254
477;李江淮;Li Jianghuai;3;0;6;71;70;78;70;76;70;68;75;66;73;69;72;74;74;32;8;福建;25;2;0;0;201600;5001
478;黎璋霖;Li Zhanglin;4;0;6;68;63;71;78;77;67;71;68;65;69;78;70;72;71;26;3;福建;25;2;0;0;202103;5001
479;田桂森;Tian Guisen;2;0;6;80;71;73;77;63;57;64;76;70;73;78;77;65;71;29;12;福建;25;1;0;0;201200;5001
480;曾凌铉;ZengLingXuan;1;0;8;67;69;81;66;61;67;66;73;67;78;69;72;67;70;21;2;福建;25;1;0;0;202200;5001
481;黄毅超;Huang Yichao;3;0;6;66;63;75;70;70;69;64;68;65;65;63;66;67;68;31;8;福建;25;3;0;0;201600;5001
482;张旭;Zhang Xu;3;0;6;66;73;82;68;59;67;64;74;66;62;66;69;65;68;25;6;福建;25;2;0;0;201800;5001
483;翁金郎;WengJinLang;3;0;7;66;69;66;64;67;66;65;66;67;65;67;65;65;66;20;2;福建;25;2;0;0;202200;5001
484;黄艺;Huang Yi;5;0;6;63;75;65;63;66;71;66;46;70;67;63;68;63;65;24;3;福建;25;1;0;0;202100;5001
485;梁英淇;Liang Yingqi;5;0;6;65;66;47;63;67;69;70;66;68;58;67;61;68;65;25;4;福建;25;3;0;0;202000;5001
486;张永鹏;Zhang Yongpeng;5;0;6;66;62;47;60;75;70;68;70;65;58;65;59;71;65;34;16;福建;25;2;0;0;200800;5001
487;赵义明;Zhao Yiming;5;0;6;65;69;71;63;61;67;68;65;66;67;67;67;64;65;23;5;福建;25;2;0;0;201900;5001
488;孙岩松;Sun Yansong;4;0;6;64;60;58;68;73;66;65;62;63;64;66;61;66;64;24;6;福建;25;3;0;0;201800;5001
489;王化东;Wang Huadong;4;0;6;66;63;66;60;68;66;65;69;65;62;66;63;66;64;24;5;福建;25;2;0;0;201900;5001
490;杨阿力;Yang Ali;1;0;6;67;66;61;64;57;66;63;69;64;60;65;63;62;62;23;4;福建;25;3;0;0;202000;5001
491;周琦;Zhou Qi;5;0;11;69;89;76;75;90;83;91;68;87;63;70;81;91;86;28;10;广东;26;1;0;0;201400;338
492;特里蒙特-沃特斯;TREMONT WATERS;1;0;9;81;77;86;82;86;66;69;86;78;87;76;86;82;85;26;0;广东;26;1;0;0;202400;2221
493;乔丹-贝尔;JORDAN BELL;5;0;8;74;80;69;77;84;79;74;70;73;61;74;76;81;79;29;2;广东;26;1;0;0;202200;380
494;任骏飞;REN Junfei;4;0;8;70;76;80;70;85;75;79;68;77;61;70;75;81;78;34;15;广东;26;1;0;0;200900;5001
495;胡明轩;Hu Mingxuan;2;0;9;74;74;85;73;80;67;70;73;76;81;72;79;75;77;26;7;广东;26;1;0;0;201700;1527
496;索尼-威姆斯;CLARENCE WEEMS;3;0;9;73;77;76;81;80;69;69;70;69;64;76;76;73;76;37;7;广东;26;1;0;0;201700;2193
497;徐杰;Xu Jie;1;0;8;74;69;83;77;76;66;68;73;68;78;72;78;73;76;24;3;广东;26;4;0;0;202100;2883
498;杜润旺;Du Runwang;4;0;7;67;75;82;71;82;69;69;71;69;77;65;74;75;74;24;6;广东;26;3;0;0;201800;3135
499;徐昕;Xu Xin;5;0;7;65;73;47;73;69;87;73;62;72;58;65;65;76;71;20;3;广东;26;2;0;0;202100;5001
500;张皓嘉;Zhang Haojia;3;0;6;68;66;74;66;69;69;68;69;66;67;65;67;69;69;24;5;广东;26;4;0;0;201900;5001
501;张文逸;Wen Yi Zhang;3;0;6;65;69;75;74;63;67;65;66;63;67;68;68;64;67;24;1;广东;26;1;0;0;202314;5001
502;赵戌宏;Zhao XuHong;5;0;6;65;72;47;64;75;69;70;65;69;58;65;63;71;67;28;8;广东;26;1;0;0;201600;5001
503;李英博;Li Yingbo;5;0;6;64;62;60;70;76;67;66;65;65;58;64;63;69;66;25;5;广东;26;3;0;0;201900;5001
504;张明池;Zhang Mingchi;5;0;7;66;73;61;61;61;70;69;65;72;60;66;66;65;66;21;3;广东;26;1;0;0;202100;5001
505;黄明依;Ming Yi Huang;4;0;7;66;65;65;61;71;69;68;62;66;61;65;63;68;65;19;0;广东;26;3;0;0;202400;5001
506;张昊;Zhang Hao;4;0;7;59;64;68;65;74;69;70;52;64;63;66;63;67;65;22;4;广东;26;1;0;0;202000;5001
507;赵锦洋;Zhao Jinyang;3;0;6;73;68;68;62;67;67;62;56;66;70;66;67;61;65;23;4;广东;26;3;0;0;202000;5001
508;彭士峻;Shi Jun Peng;3;4;6;58;61;68;67;59;52;68;62;64;63;64;61;57;60;19;0;广东;26;3;0;0;202400;5001
509;马宇启;Yu Qi Ma;2;0;6;73;64;63;61;62;58;49;60;63;68;64;64;54;59;18;0;广东;26;1;0;0;202400;5001
510;李奕臻;Yi Zhen Li;2;0;6;58;53;66;65;67;49;55;54;55;70;66;58;52;55;18;0;广东;26;4;0;0;202400;5001
511;贾里德-萨林杰;JARED SULLINGER;4;0;10;76;86;78;96;91;75;90;77;84;79;97;91;89;90;32;3;深圳;27;1;0;0;202100;1428
512;达柳斯-亚当斯;DARIUS ADAMS;1;0;8;80;76;78;79;82;67;73;83;76;84;79;84;81;82;35;8;深圳;27;1;0;0;201600;5001
513;贺希宁;He XiNing;2;0;9;73;70;88;78;75;69;72;86;72;89;77;81;79;80;27;9;深圳;27;3;0;0;201500;5001
514;沈梓捷;Shen ZiJie;5;0;9;72;82;47;82;86;83;80;70;79;58;77;74;85;80;26;8;深圳;27;1;0;0;201600;2875
515;顾全;Gu quan;4;0;8;68;69;79;83;85;67;68;70;67;74;73;75;74;75;32;14;深圳;27;2;0;0;201000;2892
516;周鹏;Zhou Peng;4;0;9;69;72;79;74;80;71;70;74;68;71;72;74;76;75;34;18;深圳;27;2;0;0;200600;337
517;李京龙;Li Jinglong;3;0;7;78;71;65;76;70;63;66;78;74;70;74;74;69;73;29;11;深圳;27;1;0;0;201300;5001
518;凯瑟-希尔;KASEY HILL;1;0;7;80;63;71;76;68;54;70;71;68;78;74;76;67;72;30;0;深圳;27;1;0;0;202400;5001
519;容子峰;Rong Zifeng;1;0;6;75;56;76;71;61;67;66;77;66;74;67;72;69;70;25;7;深圳;27;1;0;0;201700;5001
520;冯欣;Feng Xin;1;0;7;70;66;72;70;77;66;64;66;64;67;67;69;68;69;32;12;深圳;27;2;0;0;201200;5001
521;白昊天;Bai Haotian;2;0;6;71;68;75;76;60;67;68;68;69;66;72;71;65;68;25;7;深圳;27;1;0;0;201700;5001
522;李慕豪;Li Muhao;5;0;8;65;71;47;74;79;69;68;62;67;58;66;64;71;68;31;14;深圳;27;3;0;0;201000;1155
523;孙浩钦;Sun HaoQin;2;0;7;72;66;66;69;72;66;68;69;68;63;70;66;69;68;21;3;深圳;27;2;0;0;202100;5001
524;卢鹏羽;Lu Pengyu;3;0;6;66;70;68;72;61;69;65;69;66;62;67;67;65;67;22;5;深圳;27;3;0;0;201900;5001
525;王浩然;WangHaoRan;4;0;7;66;68;66;60;78;67;65;65;69;61;66;65;69;67;19;2;深圳;27;3;0;0;202200;2943
526;武子涵;Wu ZiHan;2;0;7;65;70;73;75;69;67;65;64;66;66;67;68;65;67;21;3;深圳;27;2;0;0;202100;5001
527;胡小龙;Xiao Long Hu;5;0;6;54;73;57;56;72;69;69;47;72;56;60;60;66;63;21;0;深圳;27;2;0;0;202400;5001
528;廖智鹏;LiaoZhiPeng;5;0;6;51;61;62;54;71;71;71;57;62;63;58;55;69;62;20;0;深圳;27;3;0;0;202400;5001
529;刘博文;Bo Wen Liu;2;0;6;66;47;72;57;75;66;62;62;63;61;65;59;66;62;25;0;深圳;27;2;0;0;202400;5001
530;马明坤;MaMingKun;2;0;8;65;67;58;60;71;66;64;64;63;60;65;59;65;62;19;2;深圳;27;3;0;0;202200;5001
531;刘长江;Chang Jiang Liu;2;0;6;63;54;74;60;66;56;52;70;57;73;65;62;60;61;21;0;深圳;27;2;0;0;202400;5001
532;李斌卓;Li Binzhuo;1;2;6;62;53;73;52;54;57;52;63;54;70;56;58;53;56;18;0;深圳;27;4;0;0;202400;5001
533;巴里-布朗;BARRY BROWN;2;0;8;81;76;80;87;81;66;70;95;78;81;87;85;84;84;27;3;广州;28;1;0;0;202100;5001
534;达拉斯-摩尔;DALLAS MOORE;1;0;8;76;82;89;87;81;66;70;74;79;83;79;87;75;82;29;0;广州;28;1;0;0;202400;5001
535;崔永熙;Cui Yongxi;4;0;10;74;76;81;76;81;70;76;83;75;78;78;80;80;80;21;2;广州;28;2;0;0;202200;427
536;陈盈骏;Chen YingJun;1;0;9;84;71;79;77;80;66;71;78;68;76;77;81;77;79;30;7;广州;28;3;0;0;201702;5001
537;莫里斯-坎普;MAURICE KEMP;4;0;8;68;79;70;79;85;71;75;78;81;59;80;76;80;78;33;0;广州;28;1;0;0;202400;5001
538;焦泊乔;JiaoBoQiao;5;0;8;67;78;75;70;83;77;75;66;76;60;72;74;79;77;22;2;广州;28;5;0;0;202200;490
539;祝铭震;Zhu Ming Zhen;3;0;7;68;68;85;69;80;67;73;71;69;78;71;73;74;75;27;4;广州;28;2;0;0;202000;746
540;赵阳;ZhaoYang;2;1;6;72;74;79;74;77;60;62;71;78;77;71;76;68;73;37;1;广州;28;1;0;0;202332;5001
541;刘佳鑫;LiuJiaXin;3;0;6;66;77;70;73;64;67;72;75;77;69;72;72;70;72;25;2;广州;28;1;0;0;202200;5001
542;于晓辉;Yu Xiaohui;5;0;6;70;83;63;62;76;72;75;52;78;67;64;73;72;72;25;4;广州;28;2;0;0;202000;5001
543;郭凯;Guo Kai;4;0;8;67;72;56;70;83;70;73;71;68;58;68;65;77;71;30;8;广州;28;1;0;0;201600;5001
544;贾明儒;Jia Mingru;2;0;7;72;65;82;76;76;66;68;66;65;73;70;73;69;71;27;5;广州;28;1;0;0;201900;5001
545;田宇恒;Tian Yuheng;2;0;6;67;64;74;67;76;66;65;68;65;67;65;66;69;68;27;6;广州;28;1;0;0;201812;5001
546;刘颜诚;Liu Yancheng;3;0;6;65;59;76;60;70;66;64;65;63;67;64;63;65;65;22;3;广州;28;1;0;0;202100;5001
547;邹运;Yun Zou;4;3;7;66;72;59;69;63;67;65;59;68;61;68;66;62;64;21;1;广州;28;2;0;0;202312;5001
548;伊力福拉提-莫合坦尔;Yilifulati Motaner ;2;0;7;65;72;72;65;60;66;64;64;64;61;66;65;61;63;23;3;广州;28;4;0;0;202100;5001
549;刘金雨;Jin Yu Liu;3;0;7;66;53;58;62;67;67;64;65;65;62;65;58;65;62;19;0;广州;28;4;0;0;202400;5001
550;程诺;Nuo Cheng;4;0;6;68;74;59;65;61;63;64;49;68;60;65;66;57;61;20;0;广州;28;3;0;0;202400;5001
551;李佳哲;Jia Zhe Lli;1;0;6;74;53;65;53;60;52;52;62;54;65;58;61;53;58;20;0;广州;28;3;0;0;202400;5001
552;佟佳俊;Tong JiaJun;1;0;6;66;47;58;57;58;66;62;64;62;61;64;57;60;58;21;3;广州;28;2;0;0;202100;5001
553;张兴亮;Xing Liang Zhang;2;0;6;68;56;61;55;62;62;57;58;58;66;55;57;56;57;20;0;广州;28;3;0;0;202400;5001
554;弗拉迪米尔-斯蒂马克;Vladimir Stimac;5;0;7;76;75;80;83;80;80;81;69;80;82;75;83;82;83;36;0;广西;29;1;0;0;202400;5001
555;莫里斯-恩多尔;Maurice Ndour;5;0;7;78;84;73;73;82;76;72;68;86;73;71;83;78;80;31;0;广西;29;1;0;0;202400;5001
556;奥历-艾伦;Omic Alen;5;0;7;70;80;72;76;84;71;80;64;79;76;74;79;79;79;31;0;广西;29;1;0;0;202400;5001
557;赵泰隆;Zhao Tailong;2;3;7;82;76;80;71;74;67;66;76;83;85;80;82;72;78;33;0;广西;29;1;0;0;202400;2838
558;孙喆;Sun Zhe;5;0;6;66;85;67;62;76;72;70;67;86;65;62;74;73;74;33;0;广西;29;1;0;0;202400;5001
559;任雪飞;Ren Xuefei;2;1;6;72;72;83;68;69;66;67;74;70;84;75;76;70;73;33;3;广西;29;1;0;0;202100;5001
560;范洪浩;Fan Honghao;1;0;6;75;73;78;63;72;56;64;75;70;78;64;74;68;72;25;0;广西;29;1;0;0;202400;5001
561;高钰翔;Gao Yuxiang;3;4;6;72;67;72;70;72;70;71;70;66;73;69;70;71;72;30;8;广西;29;1;0;0;201600;5001
562;刘羽楠;Liu Yunan;5;0;6;70;76;72;71;73;74;67;61;70;73;69;74;70;72;29;9;广西;29;1;0;0;201500;5001
563;泰尔斯-巴特;Tyus Battle;2;3;7;72;73;75;75;76;64;66;73;72;71;74;74;71;72;26;0;广西;29;1;0;0;202400;5001
