image;name;nameBirth;potential;positionFirst;positionSecond;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;draft;info;stateHeight;stateWeight
2394;鲍勃-兰尼尔;Bob Lanier;9;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2395;保罗-普莱西;Paul Pressey;6;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2396;凯文-格里文;Kevin Grevey;6;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2397;洛伦佐-洛马尔;Lorenzo Romar;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2398;查理-克里斯;Charlie Criss;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2399;保罗-莫克斯基;Paul Mokeski;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2400;兰迪-布鲁尔;Randy Breuer;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2401;哈维-凯奇;Harvey Catchings;5;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2402;迈克-麦基;Mike McGee;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2403;拉里-斯普里格斯;Larry Spriggs;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2404;凯尔文-加勒特;Calvin Garrett;5;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2405;米切-库普切克;Mitchell Kupchak;6;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2406;斯温-纳特;Swen Nater;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2407;埃迪-乔丹;Eddie Jordan;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2408;诺姆-尼克森;Norman Ellard Nixon;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2409;詹姆斯-唐纳森;James Donaldson;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2410;德里克-史密斯;Derek Smith;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2411;克莱格-霍奇斯;Craig Hodges;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2412;迈克尔-布鲁克斯;Michael Brooks;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2413;格雷格-凯尔瑟;Greg Kelser;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2414;杰洛姆-怀特海德;Jerome Whitehead;5;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2415;汉克-麦克多维尔;Hank McDowell;5;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2416;比利-麦金尼;Billy McKinney;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2417;克拉克-凯洛格;Clark Kellogg;7;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2418;布奇-卡特;Butch Carter;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2419;乔治-约翰逊;George Lee Johnson;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2420;史蒂夫-斯蒂帕诺维奇;Steve Stipanovich;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2421;杰里-希汀;Jerry Sichting;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2422;布鲁克-斯蒂帕;Brook Steppe;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2423;凯文-麦肯纳;Kevin McKenna;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2424;吉姆-托马斯;Jim Thomas;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2425;莱罗伊-康布斯;Leroy Combs;5;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2426;西德尼-洛维;Sidney Lowe;5;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2427;格兰维尔-维特斯;Granville Waiters;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2428;特雷西-杰克逊;Tracy Jackson;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2429;刘易斯-劳埃德;Lewis Lloyd;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2430;阿伦-利维尔;Allen Leavell;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2431;罗伯特-瑞德;Robert Reid;6;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2432;罗德尼-麦克雷;Rodney McCray;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2433;菲尔-福特;Phil Ford;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2434;特里-蒂格;Terry Teagle;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2435;卡尔迪维尔-琼斯;Caldwell Jones;5;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2436;詹姆斯-贝利;James Bailey;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2437;沃利-沃克;Wally Walker;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2438;梅杰-琼斯;Major Jones;7;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2439;克里斯-恩格拉;Chris Engler;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2440;唐-柯林斯;Don Collins;5;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2441;莱斯特-康纳;Lester Conner;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2442;米奇-约翰逊;Mickey Johnson;7;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2443;普维斯-绍特;Purvis Short;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2444;斯里谱-弗洛伊德;Sleepy Floyd;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2445;拉里-史密斯;Larry Smith;6;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2446;迈克-布拉茨;Mike Bratz;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2447;达伦-提里斯;Darren Tillis;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2448;乔伊-巴里-卡罗尔;Joe Barry Carroll;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2449;帕瑟-曼尼恩;Pace Mannion;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2450;萨姆-威廉姆斯;Sam Williams;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2451;拉塞尔-克洛斯;Russell Cross;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2452;洛伦佐-诺马尔;Lorenzo Romar;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2453;凯利-特里普卡;Kelly Tripucka;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2454;约翰-朗;John Long;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2455;维尼尔-约翰逊;Vinnie Johnson;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2456;特里-泰勒;Terry Tyler;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2457;克里夫-莱温斯顿;Cliff Levingston;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2458;肯特-本森;Kent Benson;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2459;雷-托尔波特;Ray Tolbert;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2460;厄尔-克雷顿;Earl Cureton;5;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2461;沃克-拉塞尔;Walker Russell Sr.;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2462;莱昂内尔-霍林斯;Lionel Hollins;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2463;肯-奥斯汀;Ken Austin;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2464;大卫-瑟德基尔;David Thirdkill;5;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2465;奇奇-范德维奇;Kiki Vandeweghe;9;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2466;阿历克斯-英格利什;Alex English;10;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2467;丹-伊赛尔;Dan Issel;10;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2468;罗伯-威廉姆斯;Rob Williams;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2469;理查德-安德森;Richard Anderson;7;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2470;迈克-埃文斯;Mike Evans;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2471;丹尼-谢伊斯;Danny Schayes;5;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2472;霍华德-卡特;Howard Carter;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2473;TR-邓恩;T. R. Dunn;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2474;比尔-汉兹里克;Bill Hanzlik;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2475;王睿泽;Wang Ruize;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2476;安东尼-罗伯茨;Anthony Roberts;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2477;肯尼-登纳德;Kenny Dennard;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2478;罗兰多-布莱克曼;Rolando Blackman;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2479;帕特-卡明斯;Pat Cummings;7;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2480;科特-尼姆费斯;Kurt Nimphius;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2481;布拉德-戴维斯;Brad Davis;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2482;比尔-加内特;Bill Garnett;6;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2483;简-文森特;Jay Vincent;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2484;马克-维斯特;Mark West;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2485;吉姆-斯帕纳科;Jim Spanarkel;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2486;艾尔斯通-特纳;Elston Turner;7;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2487;克里夫-罗宾逊;Cliff Robinson;7;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2488;沃尔德-B-弗里;World B. Free;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2489;菲尔-哈巴顿;Phil Hubbard;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2490;保罗-汤普森;Paul Thompson;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2491;隆尼-谢尔顿;Lonnie Shelton;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2492;杰夫-哈斯顿;Geoff Huston;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2493;约翰-加里斯;John Garris;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2494;斯特瓦尔特-格兰杰;Stewart Granger;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2495;约翰-巴格莱;John Bagley;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2496;罗伊-辛森;Roy Hinson;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2497;本-波奎特;Ben Poquette;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2498;杰夫-库克;Jeff Cook;6;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2499;奥兰多-伍里奇;Orlando Woolridge;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2500;奎因汀-戴利;Quintin Dailey;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2501;米切尔-威金斯;Mitchell Wiggins;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2502;达夫-科尔沁;Dave Corzine;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2503;戴夫-格林伍德;Dave Greenwood;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2504;埃尼斯-威特利;Ennis Whatley;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2505;罗尼-莱斯特;Ronnie Lester;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2506;罗德-希金斯;Rod Higgins;5;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2507;西德尼-格林;Sidney Green;6;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2508;华莱士-布莱恩特;Wallace Bryant;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2509;贾万-欧德汉姆;Jawann Oldham;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2510;奥蒂斯-彼尔德松;Otis Birdsong;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2511;达里尔-道金斯;Darryl Dawkins;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2512;艾尔伯特-金;Albert King;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2513;米切尔-雷-理查德森;Michael Ray Richardson;8;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2514;迈克-戈明斯基;Mike Gminski;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2515;达尔文-库克;Darwin Cook;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2516;凯文-兰西;Kelvin Ransey;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2517;迈克-奥克洛;Mike O'Koren;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2518;雷吉-约翰逊;Reggie Johnson;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2519;福特斯-沃克;Foots Walker;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2520;比尔-威洛比;Bill Willoughby;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2521;塞得里克-麦克斯维尔;Cedric Maxwell;9;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2522;杰拉德-亨德森;Gerald Henderson;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2523;斯科特-威德曼;Scott Wedman;7;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2524;奎因-巴克纳;Quinn Buckner;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2525;ML-凯尔;M.L. Carr;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2526;格雷格-凯特;Greg Kite;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2527;卡洛斯-克拉克;Carlos Clark;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2528;丹-劳恩德菲尔德;Dan Roundfield;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2529;约翰-戴维斯;Johnny Davis;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2530;特里-罗林斯;Tree Rollins;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2531;迈克-格伦;Mike Glenn;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2532;斯莱-威廉姆斯;Sly Williams;5;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2533;兰迪-惠特曼;Randy Wittman;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2534;斯科特-黑斯廷斯;Scott Hastings;5;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2535;里基-布朗;Rickey Brown;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2536;阿尔蒙德-希尔;Armond Hill;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2537;比利-鲍尔兹;Billy Paultz;6;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2538;马克-兰斯伯格;Mark Landsberger;6;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2539;萨姆-鲍维;Sam Bowie;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2540;梅尔文-特平;Melvin Turpin;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2541;兰卡斯特-戈登;Lancaster Gordon;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2542;里昂-伍德;Leon Wood;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2543;蒂姆-麦考密克;Tim McCormick;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2544;杰伊-亨弗里斯;Jay Humphries;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2545;特伦斯-斯坦斯布里;Terence Stansbury;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2546;维恩-弗莱明;Vern Fleming;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2547;伯纳德-汤普森;Bernard Thompson;6;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2548;托尼-坎贝尔;Tony Campbell;7;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2549;肯尼-菲尔兹;Kenny Fields;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2550;汤姆-塞维尔;Tom Sewell;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2551;厄尔-琼斯;Earl Jones;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2552;迈克尔-杨;Michael Young;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2553;德文-杜兰特;Devin Durrant;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2554;维克托-弗莱明;Victor Fleming;5;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2555;罗恩-安德森;Ron Anderson;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2556;科里-布莱克威尔;Cory Blackwell;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2557;斯图尔特-格雷;Stuart Gray;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2558;史蒂夫-波特;Steve Burtt;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2559;杰伊-墨菲;Jay Murphy;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2560;史蒂夫-柯尔特;Steve Colter;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2561;奥瑟尔-威尔森;Othell Wilson;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2562;本-科尔曼;Ben Coleman;6;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2563;查理-希顿;Charlie Sitton;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2564;丹尼-杨;Danny Young;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2565;汤姆-斯卢比;Tom Sluby;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2566;威利-怀特;Willie White;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2567;加里-普拉莫;Gary Plummer;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2568;吉姆-皮特森;Jim Petersen;6;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2569;鲍伯-索顿;Bob Thornton;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2570;埃迪-维金斯;Eddie Lee Wilkins;6;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2571;肯-班尼斯特;Ken Bannister;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2572;泽维尔-麦克丹尼尔;Xavier McDaniel;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2573;乔恩-考恩凯克;Jon Koncak;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2574;基斯-李;Keith Lee;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2575;肯尼-格林;Kenny Green;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2576;阿尔弗莱德里克-休斯;Alfredrick Hughes;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2577;布莱尔-拉斯姆森;Blair Rasmussen;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2578;尤维-普莱;Uwe Blab;5;0;0;0;0;0;0;0;0;0;0;0;0;0;#N/A;#N/A;#N/A;18;0;0;0;0
2579;史蒂夫-哈里斯;Steve Harris;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2580;萨姆-文森特;Sam Vincent;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2581;特里-卡特利奇;Terry Catledge;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2582;杰里-雷诺兹;Jerry Reynolds;5;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2583;艾蒙尼-贝茨;Emoni Bates;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2584;迈克-斯姆瑞克;Mike Smrek;5;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2585;比尔-马丁;Bill Martin;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2586;德怀恩-麦克莱恩;Dwayne McClain;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2587;迈克-布里坦;Mike Brittain;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2588;马努特-波尔;Manute Bol;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2589;赵继伟;Zhao Jiwei;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2590;约翰-巴特尔;John Battle;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2591;布拉德-多赫蒂;Brad Daugherty;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2592;克里斯-沃什布恩;Chris Washburn;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2593;肯尼-沃克;Kenny Walker;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2594;威廉-贝德福特;William Bedford;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
